country,date,sector,value20,value21,,country,date,sector,value20a,valuie21a,,,country,date,sector,value20b,value21b,,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d
WORLD,2/20/2020,Power,37.7978,34.7814,,WORLD,2/20/2020,Industry,27.1164,26.3706,,,WORLD,2/20/2020,Domestic Aviation,0.919239,0.703241,,,WORLD,2/20/2020,International Aviation,1.45877,0.64595,,WORLD,2/20/2020,Residential,14.6776,15.036
Brazil,2/21/2020,Power,0.191894,0.175402,,Brazil,2/21/2020,Industry,0.323172,0.251246,,,Brazil,2/21/2020,Domestic Aviation,0.0338313,0.0194144,,,Brazil,2/21/2020,International Aviation,0.0221818,0.00734954,,Brazil,2/21/2020,Residential,0.105242,0.109
China,2/21/2020,Power,13.0127,10.8224,,China,2/21/2020,Industry,8.41001,9.1406,,,China,2/21/2020,Domestic Aviation,0.0433497,0.161421,,,China,2/21/2020,International Aviation,0.0192547,0.0220993,,China,2/21/2020,Residential,3.0062,2.21906
EU27 & UK,2/21/2020,Power,2.19151,1.70511,,EU27 & UK,2/21/2020,Industry,1.6849,1.22371,,,EU27 & UK,2/21/2020,Domestic Aviation,0.0471618,0.0166909,,,EU27 & UK,2/21/2020,International Aviation,0.463008,0.136886,,EU27 & UK,2/21/2020,Residential,2.51505,2.17193
India,2/21/2020,Power,3.44387,3.45211,,India,2/21/2020,Industry,2.15323,2.03073,,,India,2/21/2020,Domestic Aviation,0.0215366,0.0165799,,,India,2/21/2020,International Aviation,0.035406,0.0193798,,India,2/21/2020,Residential,0.554067,0.402537
ROW,2/21/2020,Power,10.1068,9.37523,,ROW,2/21/2020,Industry,9.82881,9.32815,,,ROW,2/21/2020,Domestic Aviation,0.198468,0.113743,,,ROW,2/21/2020,International Aviation,0.712414,0.31316,,ROW,2/21/2020,Residential,4.05097,4.59686
Russia,2/21/2020,Power,2.63314,2.70673,,Russia,2/21/2020,Industry,0.73304,0.754799,,,Russia,2/21/2020,Domestic Aviation,0.0419449,0.0371743,,,Russia,2/21/2020,International Aviation,0.0295781,0.0111398,,Russia,2/21/2020,Residential,0.656859,1.05609
United States,2/21/2020,Power,4.23978,4.22074,,United States,2/21/2020,Industry,2.95474,2.27774,,,United States,2/21/2020,Domestic Aviation,0.527889,0.334516,,,United States,2/21/2020,International Aviation,0.203634,0.121631,,United States,2/21/2020,Residential,3.40277,3.29214
WORLD,2/21/2020,Power,37.3219,33.7141,,WORLD,2/21/2020,Industry,26.7677,25.5611,,,WORLD,2/21/2020,Domestic Aviation,0.940424,0.709659,,,WORLD,2/21/2020,International Aviation,1.53432,0.651859,,WORLD,2/21/2020,Residential,14.7548,14.2224
Brazil,2/22/2020,Power,0.175934,0.252206,,Brazil,2/22/2020,Industry,0.296293,0.36126,,,Brazil,2/22/2020,Domestic Aviation,0.032157,0.025218,,,Brazil,2/22/2020,International Aviation,0.0216978,0.00571277,,Brazil,2/22/2020,Residential,0.105242,0.109
China,2/22/2020,Power,12.8952,10.971,,China,2/22/2020,Industry,8.33408,9.26609,,,China,2/22/2020,Domestic Aviation,0.0423858,0.155812,,,China,2/22/2020,International Aviation,0.0184007,0.0173075,,China,2/22/2020,Residential,3.00096,2.63203
EU27 & UK,2/22/2020,Power,1.69985,2.54984,,EU27 & UK,2/22/2020,Industry,1.3069,1.82995,,,EU27 & UK,2/22/2020,Domestic Aviation,0.0313541,0.0173166,,,EU27 & UK,2/22/2020,International Aviation,0.456185,0.120809,,EU27 & UK,2/22/2020,Residential,2.28401,2.24693
India,2/22/2020,Power,3.4434,3.63522,,India,2/22/2020,Industry,2.15293,2.13845,,,India,2/22/2020,Domestic Aviation,0.0213274,0.0174026,,,India,2/22/2020,International Aviation,0.0347451,0.0137584,,India,2/22/2020,Residential,0.443913,0.388378
ROW,2/22/2020,Power,9.64765,9.62866,,ROW,2/22/2020,Industry,9.24701,9.83037,,,ROW,2/22/2020,Domestic Aviation,0.170366,0.122917,,,ROW,2/22/2020,International Aviation,0.740109,0.26094,,ROW,2/22/2020,Residential,3.96076,4.48982
Russia,2/22/2020,Power,2.5714,2.68077,,Russia,2/22/2020,Industry,0.715854,0.74756,,,Russia,2/22/2020,Domestic Aviation,0.0384665,0.0371997,,,Russia,2/22/2020,International Aviation,0.0330798,0.0085166,,Russia,2/22/2020,Residential,0.670131,1.10443
United States,2/22/2020,Power,3.5264,4.1748,,United States,2/22/2020,Industry,2.77399,2.28489,,,United States,2/22/2020,Domestic Aviation,0.468443,0.33793,,,United States,2/22/2020,International Aviation,0.211178,0.122275,,United States,2/22/2020,Residential,2.87001,2.71615
WORLD,2/22/2020,Power,35.345,35.2528,,WORLD,2/22/2020,Industry,25.4539,27.0586,,,WORLD,2/22/2020,Domestic Aviation,0.830554,0.723559,,,WORLD,2/22/2020,International Aviation,1.56386,0.565951,,WORLD,2/22/2020,Residential,13.7694,14.0025
Brazil,2/23/2020,Power,0.180157,0.265202,,Brazil,2/23/2020,Industry,0.303405,0.379876,,,Brazil,2/23/2020,Domestic Aviation,0.0200826,0.0229136,,,Brazil,2/23/2020,International Aviation,0.018794,0.00665531,,Brazil,2/23/2020,Residential,0.105242,0.109
China,2/23/2020,Power,12.9711,11.3376,,China,2/23/2020,Industry,8.38314,9.57577,,,China,2/23/2020,Domestic Aviation,0.0535931,0.154028,,,China,2/23/2020,International Aviation,0.0185137,0.0235423,,China,2/23/2020,Residential,2.60441,2.93038
EU27 & UK,2/23/2020,Power,1.62351,2.28167,,EU27 & UK,2/23/2020,Industry,1.24821,1.63749,,,EU27 & UK,2/23/2020,Domestic Aviation,0.037113,0.0140131,,,EU27 & UK,2/23/2020,International Aviation,0.451499,0.105827,,EU27 & UK,2/23/2020,Residential,2.11714,2.01307
India,2/23/2020,Power,3.36464,3.72215,,India,2/23/2020,Industry,2.10369,2.18959,,,India,2/23/2020,Domestic Aviation,0.0210073,0.0161748,,,India,2/23/2020,International Aviation,0.0359315,0.0139618,,India,2/23/2020,Residential,0.441088,0.390582
ROW,2/23/2020,Power,9.16164,9.7353,,ROW,2/23/2020,Industry,9.05358,9.79578,,,ROW,2/23/2020,Domestic Aviation,0.180639,0.117358,,,ROW,2/23/2020,International Aviation,0.734313,0.260441,,ROW,2/23/2020,Residential,3.79609,4.43743
Russia,2/23/2020,Power,2.50543,2.67292,,Russia,2/23/2020,Industry,0.697488,0.745371,,,Russia,2/23/2020,Domestic Aviation,0.0378609,0.0360168,,,Russia,2/23/2020,International Aviation,0.0315353,0.00727501,,Russia,2/23/2020,Residential,0.679524,1.22956
United States,2/23/2020,Power,3.21639,3.89248,,United States,2/23/2020,Industry,2.60017,2.23921,,,United States,2/23/2020,Domestic Aviation,0.439959,0.342662,,,United States,2/23/2020,International Aviation,0.214259,0.105999,,United States,2/23/2020,Residential,2.44307,2.35461
WORLD,2/23/2020,Power,34.2642,35.3093,,WORLD,2/23/2020,Industry,24.9514,27.1815,,,WORLD,2/23/2020,Domestic Aviation,0.815915,0.714908,,,WORLD,2/23/2020,International Aviation,1.55244,0.541763,,WORLD,2/23/2020,Residential,12.7336,14.0191
Brazil,2/24/2020,Power,0.178659,0.259394,,Brazil,2/24/2020,Industry,0.300882,0.371557,,,Brazil,2/24/2020,Domestic Aviation,0.0195335,0.0221965,,,Brazil,2/24/2020,International Aviation,0.0190877,0.00643765,,Brazil,2/24/2020,Residential,0.105242,0.109
China,2/24/2020,Power,13.1058,11.5389,,China,2/24/2020,Industry,8.47023,9.74579,,,China,2/24/2020,Domestic Aviation,0.0494683,0.157298,,,China,2/24/2020,International Aviation,0.0180346,0.026078,,China,2/24/2020,Residential,2.49083,2.99747
EU27 & UK,2/24/2020,Power,2.2583,2.05073,,EU27 & UK,2/24/2020,Industry,1.73625,1.47175,,,EU27 & UK,2/24/2020,Domestic Aviation,0.0460165,0.0155708,,,EU27 & UK,2/24/2020,International Aviation,0.439512,0.112903,,EU27 & UK,2/24/2020,Residential,2.23548,1.80446
India,2/24/2020,Power,3.52991,3.78697,,India,2/24/2020,Industry,2.20703,2.22772,,,India,2/24/2020,Domestic Aviation,0.0212289,0.0173295,,,India,2/24/2020,International Aviation,0.0322374,0.0172905,,India,2/24/2020,Residential,0.435619,0.389508
ROW,2/24/2020,Power,10.283,9.81308,,ROW,2/24/2020,Industry,10.047,9.87562,,,ROW,2/24/2020,Domestic Aviation,0.194774,0.119566,,,ROW,2/24/2020,International Aviation,0.689812,0.287139,,ROW,2/24/2020,Residential,3.61468,4.58846
Russia,2/24/2020,Power,2.52065,2.80431,,Russia,2/24/2020,Industry,0.701726,0.782008,,,Russia,2/24/2020,Domestic Aviation,0.0401138,0.0368543,,,Russia,2/24/2020,International Aviation,0.0284073,0.008936,,Russia,2/24/2020,Residential,0.66947,1.15326
United States,2/24/2020,Power,3.56717,3.59162,,United States,2/24/2020,Industry,2.7778,2.24272,,,United States,2/24/2020,Domestic Aviation,0.485139,0.341658,,,United States,2/24/2020,International Aviation,0.208858,0.113568,,United States,2/24/2020,Residential,2.26177,2.15027
WORLD,2/24/2020,Power,36.793,35.4881,,WORLD,2/24/2020,Industry,26.8516,27.4419,,,WORLD,2/24/2020,Domestic Aviation,0.882556,0.720189,,,WORLD,2/24/2020,International Aviation,1.48168,0.593798,,WORLD,2/24/2020,Residential,12.2801,13.8238
Brazil,2/25/2020,Power,0.183879,0.247149,,Brazil,2/25/2020,Industry,0.309674,0.354017,,,Brazil,2/25/2020,Domestic Aviation,0.0241822,0.0220605,,,Brazil,2/25/2020,International Aviation,0.0174697,0.00620247,,Brazil,2/25/2020,Residential,0.105242,0.109
China,2/25/2020,Power,9.99463,11.8265,,China,2/25/2020,Industry,6.45948,9.98868,,,China,2/25/2020,Domestic Aviation,0.0507912,0.156937,,,China,2/25/2020,International Aviation,0.0157114,0.0279747,,China,2/25/2020,Residential,2.62248,3.21952
EU27 & UK,2/25/2020,Power,2.2502,2.32522,,EU27 & UK,2/25/2020,Industry,1.73002,1.66875,,,EU27 & UK,2/25/2020,Domestic Aviation,0.0416797,0.0174526,,,EU27 & UK,2/25/2020,International Aviation,0.412285,0.126925,,EU27 & UK,2/25/2020,Residential,2.30294,1.94259
India,2/25/2020,Power,3.56929,3.82818,,India,2/25/2020,Industry,2.23165,2.25196,,,India,2/25/2020,Domestic Aviation,0.0208865,0.0170704,,,India,2/25/2020,International Aviation,0.0331139,0.0184446,,India,2/25/2020,Residential,0.478508,0.383392
ROW,2/25/2020,Power,10.6133,9.90781,,ROW,2/25/2020,Industry,10.1135,9.82696,,,ROW,2/25/2020,Domestic Aviation,0.191914,0.122825,,,ROW,2/25/2020,International Aviation,0.655342,0.302178,,ROW,2/25/2020,Residential,3.47925,4.82378
Russia,2/25/2020,Power,2.61788,2.75862,,Russia,2/25/2020,Industry,0.728793,0.769269,,,Russia,2/25/2020,Domestic Aviation,0.0380057,0.0357571,,,Russia,2/25/2020,International Aviation,0.0260219,0.010312,,Russia,2/25/2020,Residential,0.701526,0.973688
United States,2/25/2020,Power,3.44599,3.90147,,United States,2/25/2020,Industry,2.73955,2.37883,,,United States,2/25/2020,Domestic Aviation,0.503368,0.37259,,,United States,2/25/2020,International Aviation,0.195083,0.126949,,United States,2/25/2020,Residential,2.23984,2.37016
WORLD,2/25/2020,Power,34.2732,36.4781,,WORLD,2/25/2020,Industry,25.0358,27.9809,,,WORLD,2/25/2020,Domestic Aviation,0.896583,0.754258,,,WORLD,2/25/2020,International Aviation,1.39982,0.641613,,WORLD,2/25/2020,Residential,12.3651,14.366
Brazil,2/26/2020,Power,0.181216,0.242128,,Brazil,2/26/2020,Industry,0.305189,0.346825,,,Brazil,2/26/2020,Domestic Aviation,0.0320821,0.0234112,,,Brazil,2/26/2020,International Aviation,0.0180279,0.00723158,,Brazil,2/26/2020,Residential,0.105242,0.109
China,2/26/2020,Power,10.2015,12.0254,,China,2/26/2020,Industry,6.59316,10.1567,,,China,2/26/2020,Domestic Aviation,0.0582467,0.165292,,,China,2/26/2020,International Aviation,0.0190804,0.0284388,,China,2/26/2020,Residential,2.84013,3.27433
EU27 & UK,2/26/2020,Power,2.54532,2.43265,,EU27 & UK,2/26/2020,Industry,1.95692,1.74585,,,EU27 & UK,2/26/2020,Domestic Aviation,0.0436183,0.0194728,,,EU27 & UK,2/26/2020,International Aviation,0.408475,0.14485,,EU27 & UK,2/26/2020,Residential,2.68218,2.29495
India,2/26/2020,Power,3.58386,3.84424,,India,2/26/2020,Industry,2.24075,2.26141,,,India,2/26/2020,Domestic Aviation,0.021478,0.0175284,,,India,2/26/2020,International Aviation,0.0352323,0.0172383,,India,2/26/2020,Residential,0.473656,0.385403
ROW,2/26/2020,Power,10.4126,9.88818,,ROW,2/26/2020,Industry,9.95142,9.94784,,,ROW,2/26/2020,Domestic Aviation,0.193109,0.1267,,,ROW,2/26/2020,International Aviation,0.670849,0.30605,,ROW,2/26/2020,Residential,3.86584,4.63377
Russia,2/26/2020,Power,2.64251,2.65516,,Russia,2/26/2020,Industry,0.735649,0.740416,,,Russia,2/26/2020,Domestic Aviation,0.0375523,0.0389527,,,Russia,2/26/2020,International Aviation,0.0287062,0.0110061,,Russia,2/26/2020,Residential,0.696793,0.849911
United States,2/26/2020,Power,3.84929,3.87003,,United States,2/26/2020,Industry,2.87261,2.39094,,,United States,2/26/2020,Domestic Aviation,0.505747,0.385684,,,United States,2/26/2020,International Aviation,0.18813,0.121394,,United States,2/26/2020,Residential,2.47418,2.6403
WORLD,2/26/2020,Power,35.0312,36.7447,,WORLD,2/26/2020,Industry,25.3865,28.3781,,,WORLD,2/26/2020,Domestic Aviation,0.917444,0.787352,,,WORLD,2/26/2020,International Aviation,1.41507,0.657589,,WORLD,2/26/2020,Residential,13.6547,14.7605
Brazil,2/27/2020,Power,0.186917,0.143881,,Brazil,2/27/2020,Industry,0.31479,0.206096,,,Brazil,2/27/2020,Domestic Aviation,0.0307099,0.0219041,,,Brazil,2/27/2020,International Aviation,0.0179077,0.00581739,,Brazil,2/27/2020,Residential,0.105242,0.109
China,2/27/2020,Power,9.78227,12.2027,,China,2/27/2020,Industry,6.32223,10.3065,,,China,2/27/2020,Domestic Aviation,0.0575769,0.186042,,,China,2/27/2020,International Aviation,0.0184669,0.027404,,China,2/27/2020,Residential,3.01015,3.02315
EU27 & UK,2/27/2020,Power,2.81849,2.06385,,EU27 & UK,2/27/2020,Industry,2.16695,1.48117,,,EU27 & UK,2/27/2020,Domestic Aviation,0.0452014,0.0120539,,,EU27 & UK,2/27/2020,International Aviation,0.422423,0.139429,,EU27 & UK,2/27/2020,Residential,2.81159,2.54103
India,2/27/2020,Power,3.51087,3.84424,,India,2/27/2020,Industry,2.19512,2.26141,,,India,2/27/2020,Domestic Aviation,0.0212583,0.0169657,,,India,2/27/2020,International Aviation,0.0337497,0.0170752,,India,2/27/2020,Residential,0.426095,0.411197
ROW,2/27/2020,Power,10.365,9.64457,,ROW,2/27/2020,Industry,9.88892,9.75528,,,ROW,2/27/2020,Domestic Aviation,0.192989,0.10267,,,ROW,2/27/2020,International Aviation,0.672874,0.318645,,ROW,2/27/2020,Residential,3.95038,4.3163
Russia,2/27/2020,Power,2.63474,2.52057,,Russia,2/27/2020,Industry,0.733485,0.702887,,,Russia,2/27/2020,Domestic Aviation,0.0388275,0.0382011,,,Russia,2/27/2020,International Aviation,0.0296214,0.0125648,,Russia,2/27/2020,Residential,0.630779,0.84742
United States,2/27/2020,Power,4.16761,3.41007,,United States,2/27/2020,Industry,3.02104,2.28055,,,United States,2/27/2020,Domestic Aviation,0.530668,0.33809,,,United States,2/27/2020,International Aviation,0.201816,0.133738,,United States,2/27/2020,Residential,2.85134,2.31606
WORLD,2/27/2020,Power,35.0668,35.3222,,WORLD,2/27/2020,Industry,25.367,27.6521,,,WORLD,2/27/2020,Domestic Aviation,0.942747,0.725641,,,WORLD,2/27/2020,International Aviation,1.44272,0.678662,,WORLD,2/27/2020,Residential,14.4009,14.1952
Brazil,2/28/2020,Power,0.200326,0.128111,,Brazil,2/28/2020,Industry,0.337372,0.183506,,,Brazil,2/28/2020,Domestic Aviation,0.0296749,0.0189219,,,Brazil,2/28/2020,International Aviation,0.0192418,0.00730142,,Brazil,2/28/2020,Residential,0.105242,0.109
China,2/28/2020,Power,13.4238,12.2962,,China,2/28/2020,Industry,8.67575,10.3854,,,China,2/28/2020,Domestic Aviation,0.0667017,0.188245,,,China,2/28/2020,International Aviation,0.0219683,0.0296918,,China,2/28/2020,Residential,2.95673,3.11259
EU27 & UK,2/28/2020,Power,2.53157,1.91174,,EU27 & UK,2/28/2020,Industry,1.94635,1.37201,,,EU27 & UK,2/28/2020,Domestic Aviation,0.046752,0.0165112,,,EU27 & UK,2/28/2020,International Aviation,0.456948,0.141893,,EU27 & UK,2/28/2020,Residential,2.66907,2.62993
India,2/28/2020,Power,3.49184,3.79836,,India,2/28/2020,Industry,2.18322,2.23442,,,India,2/28/2020,Domestic Aviation,0.0216627,0.0167497,,,India,2/28/2020,International Aviation,0.0350814,0.0190611,,India,2/28/2020,Residential,0.415298,0.4171
ROW,2/28/2020,Power,10.0896,9.15896,,ROW,2/28/2020,Industry,9.86014,9.25677,,,ROW,2/28/2020,Domestic Aviation,0.198147,0.112218,,,ROW,2/28/2020,International Aviation,0.70035,0.322443,,ROW,2/28/2020,Residential,3.73424,3.94813
Russia,2/28/2020,Power,2.63998,2.47708,,Russia,2/28/2020,Industry,0.734946,0.690757,,,Russia,2/28/2020,Domestic Aviation,0.0411173,0.0396114,,,Russia,2/28/2020,International Aviation,0.0290753,0.0128484,,Russia,2/28/2020,Residential,0.630017,0.85512
United States,2/28/2020,Power,4.17566,3.09959,,United States,2/28/2020,Industry,3.03611,2.21772,,,United States,2/28/2020,Domestic Aviation,0.536365,0.329435,,,United States,2/28/2020,International Aviation,0.203344,0.122555,,United States,2/28/2020,Residential,2.92999,2.08781
WORLD,2/28/2020,Power,38.1954,34.2483,,WORLD,2/28/2020,Industry,27.5172,26.9485,,,WORLD,2/28/2020,Domestic Aviation,0.966317,0.731732,,,WORLD,2/28/2020,International Aviation,1.51202,0.677372,,WORLD,2/28/2020,Residential,13.9957,13.6436
Brazil,2/29/2020,Power,0.157976,0.18002,,Brazil,2/29/2020,Industry,0.26605,0.272851,,,Brazil,2/29/2020,Domestic Aviation,0.0286981,0.0229546,,,Brazil,2/29/2020,International Aviation,0.0205651,0.0062684,,Brazil,2/29/2020,Residential,0.105242,0.0984519
China,2/29/2020,Power,10.298,13.7066,,China,2/29/2020,Industry,6.65554,12.0605,,,China,2/29/2020,Domestic Aviation,0.0666934,0.192322,,,China,2/29/2020,International Aviation,0.0193497,0.0235146,,China,2/29/2020,Residential,2.88561,3.32615
EU27 & UK,2/29/2020,Power,1.62671,2.7788,,EU27 & UK,2/29/2020,Industry,1.25067,2.11707,,,EU27 & UK,2/29/2020,Domestic Aviation,0.03072,0.0180712,,,EU27 & UK,2/29/2020,International Aviation,0.46341,0.128905,,EU27 & UK,2/29/2020,Residential,2.36178,2.57601
India,2/29/2020,Power,3.47282,3.88118,,India,2/29/2020,Industry,2.17133,2.13832,,,India,2/29/2020,Domestic Aviation,0.0211948,0.0173987,,,India,2/29/2020,International Aviation,0.0351993,0.0151997,,India,2/29/2020,Residential,0.437044,0.390214
ROW,2/29/2020,Power,9.54252,9.92642,,ROW,2/29/2020,Industry,9.34315,9.97289,,,ROW,2/29/2020,Domestic Aviation,0.169183,0.126435,,,ROW,2/29/2020,International Aviation,0.719927,0.280438,,ROW,2/29/2020,Residential,3.6456,3.76752
Russia,2/29/2020,Power,2.54887,2.52625,,Russia,2/29/2020,Industry,0.709582,0.854396,,,Russia,2/29/2020,Domestic Aviation,0.0377904,0.0374659,,,Russia,2/29/2020,International Aviation,0.0332971,0.0107014,,Russia,2/29/2020,Residential,0.666916,0.816135
United States,2/29/2020,Power,3.33985,4.00235,,United States,2/29/2020,Industry,2.69023,2.83308,,,United States,2/29/2020,Domestic Aviation,0.465576,0.352639,,,United States,2/29/2020,International Aviation,0.217489,0.126912,,United States,2/29/2020,Residential,2.89536,2.40442
WORLD,2/29/2020,Power,32.4791,38.4824,,WORLD,2/29/2020,Industry,23.7619,31.1012,,,WORLD,2/29/2020,Domestic Aviation,0.846051,0.778492,,,WORLD,2/29/2020,International Aviation,1.55686,0.609547,,WORLD,2/29/2020,Residential,13.4883,13.6746
Brazil,3/1/2020,Power,0.148473,0.219811,,Brazil,3/1/2020,Industry,0.310847,0.33316,,,Brazil,3/1/2020,Domestic Aviation,0.0267192,0.0230022,,,Brazil,3/1/2020,International Aviation,0.0191863,0.0066823,,Brazil,3/1/2020,Residential,0.0984519,0.0984519
China,3/1/2020,Power,9.93657,14.1502,,China,3/1/2020,Industry,9.21153,12.4509,,,China,3/1/2020,Domestic Aviation,0.0944908,0.189646,,,China,3/1/2020,International Aviation,0.0225434,0.0265077,,China,3/1/2020,Residential,2.87029,3.10411
EU27 & UK,3/1/2020,Power,1.50344,2.98622,,EU27 & UK,3/1/2020,Industry,1.15319,2.2751,,,EU27 & UK,3/1/2020,Domestic Aviation,0.0378874,0.0149006,,,EU27 & UK,3/1/2020,International Aviation,0.465551,0.111625,,EU27 & UK,3/1/2020,Residential,2.29066,2.46205
India,3/1/2020,Power,3.25119,3.93985,,India,3/1/2020,Industry,1.66919,2.17065,,,India,3/1/2020,Domestic Aviation,0.0209919,0.0161493,,,India,3/1/2020,International Aviation,0.0355113,0.0135914,,India,3/1/2020,Residential,0.394536,0.381472
ROW,3/1/2020,Power,9.14159,9.83086,,ROW,3/1/2020,Industry,8.86454,10.0948,,,ROW,3/1/2020,Domestic Aviation,0.181712,0.122267,,,ROW,3/1/2020,International Aviation,0.719703,0.275526,,ROW,3/1/2020,Residential,3.43423,3.96083
Russia,3/1/2020,Power,2.46289,2.47933,,Russia,3/1/2020,Industry,0.825679,0.838526,,,Russia,3/1/2020,Domestic Aviation,0.038794,0.0366707,,,Russia,3/1/2020,International Aviation,0.0311722,0.0107251,,Russia,3/1/2020,Residential,0.657457,0.75618
United States,3/1/2020,Power,3.05346,4.02516,,United States,3/1/2020,Industry,2.54783,2.83921,,,United States,3/1/2020,Domestic Aviation,0.440861,0.353016,,,United States,3/1/2020,International Aviation,0.211342,0.112941,,United States,3/1/2020,Residential,2.53215,3.02361
WORLD,3/1/2020,Power,30.7739,39.2713,,WORLD,3/1/2020,Industry,25.2812,31.9459,,,WORLD,3/1/2020,Domestic Aviation,0.867449,0.766022,,,WORLD,3/1/2020,International Aviation,1.55081,0.57746,,WORLD,3/1/2020,Residential,12.6984,14.292
Brazil,3/2/2020,Power,0.141973,0.235903,,Brazil,3/2/2020,Industry,0.297238,0.35755,,,Brazil,3/2/2020,Domestic Aviation,0.0312823,0.0223335,,,Brazil,3/2/2020,International Aviation,0.0191011,0.00616902,,Brazil,3/2/2020,Residential,0.0984519,0.0984519
China,3/2/2020,Power,10.1924,14.1944,,China,3/2/2020,Industry,9.4487,12.4897,,,China,3/2/2020,Domestic Aviation,0.0812814,0.188436,,,China,3/2/2020,International Aviation,0.0189457,0.0338011,,China,3/2/2020,Residential,3.00076,2.84015
EU27 & UK,3/2/2020,Power,2.57786,3.10717,,EU27 & UK,3/2/2020,Industry,1.9773,2.36724,,,EU27 & UK,3/2/2020,Domestic Aviation,0.0448398,0.0158531,,,EU27 & UK,3/2/2020,International Aviation,0.439157,0.120036,,EU27 & UK,3/2/2020,Residential,2.39134,2.39435
India,3/2/2020,Power,3.49911,3.97263,,India,3/2/2020,Industry,1.79648,2.18871,,,India,3/2/2020,Domestic Aviation,0.0213752,0.0170363,,,India,3/2/2020,International Aviation,0.0312267,0.0172589,,India,3/2/2020,Residential,0.391758,0.371
ROW,3/2/2020,Power,10.0298,9.95325,,ROW,3/2/2020,Industry,9.45721,10.1071,,,ROW,3/2/2020,Domestic Aviation,0.192637,0.125082,,,ROW,3/2/2020,International Aviation,0.663641,0.292327,,ROW,3/2/2020,Residential,3.57619,3.91938
Russia,3/2/2020,Power,2.5359,2.44991,,Russia,3/2/2020,Industry,0.850155,0.828575,,,Russia,3/2/2020,Domestic Aviation,0.0399551,0.0375811,,,Russia,3/2/2020,International Aviation,0.0287785,0.00969118,,Russia,3/2/2020,Residential,0.626777,0.733668
United States,3/2/2020,Power,3.48983,3.95536,,United States,3/2/2020,Industry,2.78616,2.8231,,,United States,3/2/2020,Domestic Aviation,0.488089,0.354746,,,United States,3/2/2020,International Aviation,0.212223,0.118115,,United States,3/2/2020,Residential,2.04231,2.57894
WORLD,3/2/2020,Power,34.005,39.447,,WORLD,3/2/2020,Industry,27.455,32.0702,,,WORLD,3/2/2020,Domestic Aviation,0.925307,0.772754,,,WORLD,3/2/2020,International Aviation,1.45617,0.620556,,WORLD,3/2/2020,Residential,12.6088,13.512
Brazil,3/3/2020,Power,0.127526,0.239409,,Brazil,3/3/2020,Industry,0.266991,0.362864,,,Brazil,3/3/2020,Domestic Aviation,0.0302953,0.0227764,,,Brazil,3/3/2020,International Aviation,0.0176196,0.00569333,,Brazil,3/3/2020,Residential,0.0984519,0.0984519
China,3/3/2020,Power,10.5445,14.4019,,China,3/3/2020,Industry,9.77514,12.6723,,,China,3/3/2020,Domestic Aviation,0.067031,0.187361,,,China,3/3/2020,International Aviation,0.0178862,0.0310939,,China,3/3/2020,Residential,3.06045,2.55731
EU27 & UK,3/3/2020,Power,2.84838,3.00082,,EU27 & UK,3/3/2020,Industry,2.1848,2.28622,,,EU27 & UK,3/3/2020,Domestic Aviation,0.0416728,0.0167699,,,EU27 & UK,3/3/2020,International Aviation,0.39775,0.132784,,EU27 & UK,3/3/2020,Residential,2.48094,2.47283
India,3/3/2020,Power,3.54598,3.96554,,India,3/3/2020,Industry,1.82054,2.18481,,,India,3/3/2020,Domestic Aviation,0.0209058,0.0165285,,,India,3/3/2020,International Aviation,0.0319584,0.0186382,,India,3/3/2020,Residential,0.39488,0.372425
ROW,3/3/2020,Power,10.3837,9.79209,,ROW,3/3/2020,Industry,9.69229,10.0833,,,ROW,3/3/2020,Domestic Aviation,0.190243,0.126433,,,ROW,3/3/2020,International Aviation,0.625967,0.307763,,ROW,3/3/2020,Residential,3.52499,3.71713
Russia,3/3/2020,Power,2.54082,2.45171,,Russia,3/3/2020,Industry,0.851803,0.829186,,,Russia,3/3/2020,Domestic Aviation,0.0385598,0.0374282,,,Russia,3/3/2020,International Aviation,0.027312,0.0121546,,Russia,3/3/2020,Residential,0.602465,0.723666
United States,3/3/2020,Power,3.38483,3.61739,,United States,3/3/2020,Industry,2.7079,2.66331,,,United States,3/3/2020,Domestic Aviation,0.509086,0.394089,,,United States,3/3/2020,International Aviation,0.201596,0.135329,,United States,3/3/2020,Residential,1.77774,2.4193
WORLD,3/3/2020,Power,34.8584,39.0839,,WORLD,3/3/2020,Industry,28.1108,32.0114,,,WORLD,3/3/2020,Domestic Aviation,0.923761,0.812808,,,WORLD,3/3/2020,International Aviation,1.36091,0.667403,,WORLD,3/3/2020,Residential,12.3708,12.7752
Brazil,3/4/2020,Power,0.105477,0.242616,,Brazil,3/4/2020,Industry,0.22083,0.367725,,,Brazil,3/4/2020,Domestic Aviation,0.0305666,0.0234362,,,Brazil,3/4/2020,International Aviation,0.0173625,0.00805051,,Brazil,3/4/2020,Residential,0.0984519,0.0984519
China,3/4/2020,Power,10.7536,14.6743,,China,3/4/2020,Industry,9.96896,12.912,,,China,3/4/2020,Domestic Aviation,0.0658933,0.193955,,,China,3/4/2020,International Aviation,0.0211579,0.033524,,China,3/4/2020,Residential,3.18043,2.80024
