country,date,sector,value20,value21,,country,date,sector,value20a,valuie21a,,,country,date,sector,value20b,value21b,,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d
China,11/12/2020,Power,12.9355,13.4089,,China,11/12/2020,Industry,12.5852,11.1364,,,China,11/12/2020,Domestic Aviation,0.179163,0.0873724,,,China,11/12/2020,International Aviation,0.0351617,0.0285696,,China,11/12/2020,Residential,2.14909,2.69814
EU27 & UK,11/12/2020,Power,2.80894,2.96732,,EU27 & UK,11/12/2020,Industry,2.00414,1.9382,,,EU27 & UK,11/12/2020,Domestic Aviation,0.0176403,0.026138,,,EU27 & UK,11/12/2020,International Aviation,0.15065,0.357068,,EU27 & UK,11/12/2020,Residential,1.98818,2.1266
India,11/12/2020,Power,3.31742,3.25164,,India,11/12/2020,Industry,2.15494,2.08162,,,India,11/12/2020,Domestic Aviation,0.0133478,0.0189519,,,India,11/12/2020,International Aviation,0.0145441,0.0213472,,India,11/12/2020,Residential,0.371413,0.388308
ROW,11/12/2020,Power,9.40668,8.48613,,ROW,11/12/2020,Industry,10.0413,10.3382,,,ROW,11/12/2020,Domestic Aviation,0.122937,0.13356,,,ROW,11/12/2020,International Aviation,0.294284,0.480713,,ROW,11/12/2020,Residential,3.07304,3.48588
Russia,11/12/2020,Power,2.23121,2.3421,,Russia,11/12/2020,Industry,0.876676,0.900544,,,Russia,11/12/2020,Domestic Aviation,0.0349302,0.0438486,,,Russia,11/12/2020,International Aviation,0.0117393,0.0248768,,Russia,11/12/2020,Residential,0.655353,0.606073
United States,11/12/2020,Power,3.92087,3.40954,,United States,11/12/2020,Industry,2.85537,2.73917,,,United States,11/12/2020,Domestic Aviation,0.354277,0.43644,,,United States,11/12/2020,International Aviation,0.135696,0.171841,,United States,11/12/2020,Residential,1.68091,1.88475
WORLD,11/12/2020,Power,36.575,35.4639,,WORLD,11/12/2020,Industry,31.6981,30.24,,,WORLD,11/12/2020,Domestic Aviation,0.763519,0.79838,,,WORLD,11/12/2020,International Aviation,0.669878,1.12144,,WORLD,11/12/2020,Residential,10.4052,11.663
Brazil,11/13/2020,Power,0.346201,0.291177,,Brazil,11/13/2020,Industry,0.395065,0.334647,,,Brazil,11/13/2020,Domestic Aviation,0.0240989,0.0215096,,,Brazil,11/13/2020,International Aviation,0.00690412,0.0114271,,Brazil,11/13/2020,Residential,0.101734,0.101734
China,11/13/2020,Power,13.4065,13.4331,,China,11/13/2020,Industry,13.0434,11.1565,,,China,11/13/2020,Domestic Aviation,0.181694,0.0984034,,,China,11/13/2020,International Aviation,0.035435,0.0350806,,China,11/13/2020,Residential,2.21248,2.6213
EU27 & UK,11/13/2020,Power,2.86945,2.78676,,EU27 & UK,11/13/2020,Industry,2.04731,1.82027,,,EU27 & UK,11/13/2020,Domestic Aviation,0.021204,0.0339071,,,EU27 & UK,11/13/2020,International Aviation,0.162071,0.37517,,EU27 & UK,11/13/2020,Residential,1.94937,2.09446
India,11/13/2020,Power,3.04367,3.19533,,India,11/13/2020,Industry,1.97712,2.04557,,,India,11/13/2020,Domestic Aviation,0.0146622,0.0189125,,,India,11/13/2020,International Aviation,0.0154017,0.0222122,,India,11/13/2020,Residential,0.366354,0.391217
ROW,11/13/2020,Power,9.48676,8.12239,,ROW,11/13/2020,Industry,10.3751,9.98553,,,ROW,11/13/2020,Domestic Aviation,0.127247,0.141395,,,ROW,11/13/2020,International Aviation,0.301484,0.501852,,ROW,11/13/2020,Residential,3.2701,3.38655
Russia,11/13/2020,Power,2.25463,2.32051,,Russia,11/13/2020,Industry,0.885881,0.892242,,,Russia,11/13/2020,Domestic Aviation,0.0382481,0.0459998,,,Russia,11/13/2020,International Aviation,0.0102791,0.0250431,,Russia,11/13/2020,Residential,0.671349,0.66535
United States,11/13/2020,Power,3.80079,3.41035,,United States,11/13/2020,Industry,2.8196,2.75481,,,United States,11/13/2020,Domestic Aviation,0.371527,0.42619,,,United States,11/13/2020,International Aviation,0.126713,0.162136,,United States,11/13/2020,Residential,1.94557,2.01537
WORLD,11/13/2020,Power,36.7324,34.7214,,WORLD,11/13/2020,Industry,32.2875,29.6247,,,WORLD,11/13/2020,Domestic Aviation,0.798455,0.80876,,,WORLD,11/13/2020,International Aviation,0.680231,1.15987,,WORLD,11/13/2020,Residential,10.8198,11.6189
Brazil,11/14/2020,Power,0.32334,0.308301,,Brazil,11/14/2020,Industry,0.368976,0.354327,,,Brazil,11/14/2020,Domestic Aviation,0.0201173,0.0257447,,,Brazil,11/14/2020,International Aviation,0.00712431,0.011657,,Brazil,11/14/2020,Residential,0.101734,0.101734
China,11/14/2020,Power,13.4147,13.6241,,China,11/14/2020,Industry,13.0514,11.3151,,,China,11/14/2020,Domestic Aviation,0.181736,0.0965231,,,China,11/14/2020,International Aviation,0.0340396,0.0299694,,China,11/14/2020,Residential,2.20337,2.59724
EU27 & UK,11/14/2020,Power,2.15251,2.7423,,EU27 & UK,11/14/2020,Industry,1.53578,1.79122,,,EU27 & UK,11/14/2020,Domestic Aviation,0.0130537,0.0386464,,,EU27 & UK,11/14/2020,International Aviation,0.162188,0.341838,,EU27 & UK,11/14/2020,Residential,1.73652,2.23069
India,11/14/2020,Power,2.76993,3.26528,,India,11/14/2020,Industry,1.7993,2.09035,,,India,11/14/2020,Domestic Aviation,0.0118421,0.0188218,,,India,11/14/2020,International Aviation,0.0130832,0.0196241,,India,11/14/2020,Residential,0.379565,0.428627
ROW,11/14/2020,Power,8.94883,8.39044,,ROW,11/14/2020,Industry,9.67655,10.4397,,,ROW,11/14/2020,Domestic Aviation,0.102923,0.154243,,,ROW,11/14/2020,International Aviation,0.307363,0.458719,,ROW,11/14/2020,Residential,3.36235,3.37373
Russia,11/14/2020,Power,2.22255,2.42641,,Russia,11/14/2020,Industry,0.873276,0.932959,,,Russia,11/14/2020,Domestic Aviation,0.0365112,0.0450043,,,Russia,11/14/2020,International Aviation,0.0123276,0.0207403,,Russia,11/14/2020,Residential,0.715303,0.729972
United States,11/14/2020,Power,3.22967,3.81524,,United States,11/14/2020,Industry,2.59695,2.91736,,,United States,11/14/2020,Domestic Aviation,0.323802,0.474176,,,United States,11/14/2020,International Aviation,0.130941,0.173292,,United States,11/14/2020,Residential,1.96618,1.92539
WORLD,11/14/2020,Power,34.375,35.9079,,WORLD,11/14/2020,Industry,30.5433,30.5714,,,WORLD,11/14/2020,Domestic Aviation,0.709997,0.87448,,,WORLD,11/14/2020,International Aviation,0.689068,1.07625,,WORLD,11/14/2020,Residential,10.8077,11.707
Brazil,11/15/2020,Power,0.316165,0.372694,,Brazil,11/15/2020,Industry,0.360789,0.428334,,,Brazil,11/15/2020,Domestic Aviation,0.0154165,0.0316398,,,Brazil,11/15/2020,International Aviation,0.00705982,0.0112375,,Brazil,11/15/2020,Residential,0.101734,0.101734
China,11/15/2020,Power,13.3624,13.6349,,China,11/15/2020,Industry,13.0005,11.3241,,,China,11/15/2020,Domestic Aviation,0.189439,0.092681,,,China,11/15/2020,International Aviation,0.0389461,0.0320196,,China,11/15/2020,Residential,2.10897,2.61342
EU27 & UK,11/15/2020,Power,1.56892,2.92174,,EU27 & UK,11/15/2020,Industry,1.1194,1.90843,,,EU27 & UK,11/15/2020,Domestic Aviation,0.0166598,0.0337533,,,EU27 & UK,11/15/2020,International Aviation,0.16498,0.304643,,EU27 & UK,11/15/2020,Residential,1.72605,2.34678
India,11/15/2020,Power,2.71397,3.25921,,India,11/15/2020,Industry,1.76295,2.08647,,,India,11/15/2020,Domestic Aviation,0.0123502,0.018424,,,India,11/15/2020,International Aviation,0.0145373,0.0198629,,India,11/15/2020,Residential,0.403085,0.456466
ROW,11/15/2020,Power,8.58623,8.9499,,ROW,11/15/2020,Industry,9.55478,10.9898,,,ROW,11/15/2020,Domestic Aviation,0.11122,0.154772,,,ROW,11/15/2020,International Aviation,0.310305,0.441138,,ROW,11/15/2020,Residential,3.40894,3.55263
Russia,11/15/2020,Power,2.1825,2.47155,,Russia,11/15/2020,Industry,0.857539,0.950315,,,Russia,11/15/2020,Domestic Aviation,0.0374757,0.0431323,,,Russia,11/15/2020,International Aviation,0.011942,0.0202277,,Russia,11/15/2020,Residential,0.756828,0.759446
United States,11/15/2020,Power,3.18376,3.45416,,United States,11/15/2020,Industry,2.58161,2.66916,,,United States,11/15/2020,Domestic Aviation,0.312179,0.477754,,,United States,11/15/2020,International Aviation,0.129614,0.158088,,United States,11/15/2020,Residential,1.70127,1.86801
WORLD,11/15/2020,Power,33.1748,36.4653,,WORLD,11/15/2020,Industry,29.853,31.1226,,,WORLD,11/15/2020,Domestic Aviation,0.714849,0.874069,,,WORLD,11/15/2020,International Aviation,0.698872,1.01152,,WORLD,11/15/2020,Residential,10.4857,12.0348
Brazil,11/16/2020,Power,0.33401,0.375922,,Brazil,11/16/2020,Industry,0.381152,0.432044,,,Brazil,11/16/2020,Domestic Aviation,0.0230465,0.0300657,,,Brazil,11/16/2020,International Aviation,0.00561505,0.00980229,,Brazil,11/16/2020,Residential,0.101734,0.101734
China,11/16/2020,Power,13.2247,13.651,,China,11/16/2020,Industry,12.8666,11.3375,,,China,11/16/2020,Domestic Aviation,0.186472,0.0984713,,,China,11/16/2020,International Aviation,0.0296348,0.0367027,,China,11/16/2020,Residential,2.03195,2.55011
EU27 & UK,11/16/2020,Power,2.40573,3.21351,,EU27 & UK,11/16/2020,Industry,1.71645,2.09901,,,EU27 & UK,11/16/2020,Domestic Aviation,0.0187995,0.0350098,,,EU27 & UK,11/16/2020,International Aviation,0.147493,0.306022,,EU27 & UK,11/16/2020,Residential,1.86798,2.3053
India,11/16/2020,Power,2.65801,3.30534,,India,11/16/2020,Industry,1.72661,2.116,,,India,11/16/2020,Domestic Aviation,0.0141784,0.0186462,,,India,11/16/2020,International Aviation,0.0116014,0.0226518,,India,11/16/2020,Residential,0.459466,0.442052
ROW,11/16/2020,Power,9.1824,8.75598,,ROW,11/16/2020,Industry,10.155,10.5371,,,ROW,11/16/2020,Domestic Aviation,0.124015,0.157182,,,ROW,11/16/2020,International Aviation,0.275468,0.454335,,ROW,11/16/2020,Residential,3.44313,3.9387
Russia,11/16/2020,Power,2.3269,2.49221,,Russia,11/16/2020,Industry,0.914277,0.958261,,,Russia,11/16/2020,Domestic Aviation,0.0355442,0.0434553,,,Russia,11/16/2020,International Aviation,0.0108794,0.0237431,,Russia,11/16/2020,Residential,0.791512,0.74618
United States,11/16/2020,Power,3.72991,3.27702,,United States,11/16/2020,Industry,2.78804,2.66471,,,United States,11/16/2020,Domestic Aviation,0.332991,0.474285,,,United States,11/16/2020,International Aviation,0.129904,0.155802,,United States,11/16/2020,Residential,1.82394,1.58297
WORLD,11/16/2020,Power,35.315,36.4639,,WORLD,11/16/2020,Industry,31.2574,30.9061,,,WORLD,11/16/2020,Domestic Aviation,0.754334,0.878523,,,WORLD,11/16/2020,International Aviation,0.628563,1.03643,,WORLD,11/16/2020,Residential,10.7729,12.0215
Brazil,11/17/2020,Power,0.334104,0.392079,,Brazil,11/17/2020,Industry,0.38126,0.450613,,,Brazil,11/17/2020,Domestic Aviation,0.0221799,0.0308018,,,Brazil,11/17/2020,International Aviation,0.00518138,0.010024,,Brazil,11/17/2020,Residential,0.101734,0.101734
China,11/17/2020,Power,13.2935,13.5084,,China,11/17/2020,Industry,12.9336,11.2191,,,China,11/17/2020,Domestic Aviation,0.19111,0.0976339,,,China,11/17/2020,International Aviation,0.0350422,0.0339391,,China,11/17/2020,Residential,2.02819,2.47232
EU27 & UK,11/17/2020,Power,2.5769,2.94147,,EU27 & UK,11/17/2020,Industry,1.83858,1.92132,,,EU27 & UK,11/17/2020,Domestic Aviation,0.0151061,0.0386955,,,EU27 & UK,11/17/2020,International Aviation,0.121181,0.323472,,EU27 & UK,11/17/2020,Residential,1.8212,2.14227
India,11/17/2020,Power,2.89656,3.32719,,India,11/17/2020,Industry,1.88156,2.12999,,,India,11/17/2020,Domestic Aviation,0.0127894,0.01848,,,India,11/17/2020,International Aviation,0.0119614,0.0210186,,India,11/17/2020,Residential,0.457578,0.427524
ROW,11/17/2020,Power,9.61736,8.69564,,ROW,11/17/2020,Industry,10.6507,10.626,,,ROW,11/17/2020,Domestic Aviation,0.119757,0.1607,,,ROW,11/17/2020,International Aviation,0.266893,0.474928,,ROW,11/17/2020,Residential,3.49332,3.7399
Russia,11/17/2020,Power,2.33974,2.50662,,Russia,11/17/2020,Industry,0.91932,0.9638,,,Russia,11/17/2020,Domestic Aviation,0.0338399,0.0431979,,,Russia,11/17/2020,International Aviation,0.0106973,0.0232681,,Russia,11/17/2020,Residential,0.812662,0.754467
United States,11/17/2020,Power,3.88638,3.53683,,United States,11/17/2020,Industry,2.90986,2.80893,,,United States,11/17/2020,Domestic Aviation,0.324558,0.500275,,,United States,11/17/2020,International Aviation,0.117876,0.173751,,United States,11/17/2020,Residential,2.06169,1.65993
WORLD,11/17/2020,Power,36.4277,36.3659,,WORLD,11/17/2020,Industry,32.2387,30.9167,,,WORLD,11/17/2020,Domestic Aviation,0.738131,0.912012,,,WORLD,11/17/2020,International Aviation,0.587283,1.08717,,WORLD,11/17/2020,Residential,11.0453,11.6582
Brazil,11/18/2020,Power,0.342168,0.391504,,Brazil,11/18/2020,Industry,0.390462,0.449952,,,Brazil,11/18/2020,Domestic Aviation,0.0223988,0.0316403,,,Brazil,11/18/2020,International Aviation,0.00700243,0.0101343,,Brazil,11/18/2020,Residential,0.101734,0.101734
China,11/18/2020,Power,13.5827,13.7048,,China,11/18/2020,Industry,13.2149,11.3822,,,China,11/18/2020,Domestic Aviation,0.189265,0.11077,,,China,11/18/2020,International Aviation,0.0370705,0.0345953,,China,11/18/2020,Residential,2.23465,2.51857
EU27 & UK,11/18/2020,Power,2.48607,2.93754,,EU27 & UK,11/18/2020,Industry,1.77377,1.91875,,,EU27 & UK,11/18/2020,Domestic Aviation,0.0162222,0.041356,,,EU27 & UK,11/18/2020,International Aviation,0.132225,0.353224,,EU27 & UK,11/18/2020,Residential,1.83392,1.99562
India,11/18/2020,Power,3.05826,3.22018,,India,11/18/2020,Industry,1.9866,2.06148,,,India,11/18/2020,Domestic Aviation,0.0143724,0.0191151,,,India,11/18/2020,International Aviation,0.0142756,0.0226717,,India,11/18/2020,Residential,0.511462,0.436668
ROW,11/18/2020,Power,9.44667,8.94547,,ROW,11/18/2020,Industry,10.2366,10.8108,,,ROW,11/18/2020,Domestic Aviation,0.124732,0.162663,,,ROW,11/18/2020,International Aviation,0.286228,0.49022,,ROW,11/18/2020,Residential,3.7086,3.7498
Russia,11/18/2020,Power,2.37619,2.51786,,Russia,11/18/2020,Industry,0.933643,0.968123,,,Russia,11/18/2020,Domestic Aviation,0.0331748,0.0475735,,,Russia,11/18/2020,International Aviation,0.0105703,0.0230723,,Russia,11/18/2020,Residential,0.806418,0.708974
United States,11/18/2020,Power,3.58563,3.56841,,United States,11/18/2020,Industry,2.76813,2.83269,,,United States,11/18/2020,Domestic Aviation,0.330028,0.523891,,,United States,11/18/2020,International Aviation,0.12818,0.165753,,United States,11/18/2020,Residential,2.21484,2.11188
WORLD,11/18/2020,Power,36.3679,36.6683,,WORLD,11/18/2020,Industry,32.0313,31.1798,,,WORLD,11/18/2020,Domestic Aviation,0.748403,0.960865,,,WORLD,11/18/2020,International Aviation,0.637197,1.12636,,WORLD,11/18/2020,Residential,11.6133,11.9659
Brazil,11/19/2020,Power,0.338573,0.37154,,Brazil,11/19/2020,Industry,0.386359,0.427008,,,Brazil,11/19/2020,Domestic Aviation,0.0237771,0.0296985,,,Brazil,11/19/2020,International Aviation,0.00568393,0.0103762,,Brazil,11/19/2020,Residential,0.101734,0.101734
China,11/19/2020,Power,13.5139,14.0223,,China,11/19/2020,Industry,13.1479,11.6458,,,China,11/19/2020,Domestic Aviation,0.17579,0.0991373,,,China,11/19/2020,International Aviation,0.0364925,0.0313714,,China,11/19/2020,Residential,2.57446,2.59312
EU27 & UK,11/19/2020,Power,2.37835,2.70412,,EU27 & UK,11/19/2020,Industry,1.69692,1.76629,,,EU27 & UK,11/19/2020,Domestic Aviation,0.0166132,0.0274132,,,EU27 & UK,11/19/2020,International Aviation,0.144998,0.351449,,EU27 & UK,11/19/2020,Residential,2.11327,2.08094
India,11/19/2020,Power,3.10371,3.21262,,India,11/19/2020,Industry,2.01612,2.05664,,,India,11/19/2020,Domestic Aviation,0.0130467,0.0190182,,,India,11/19/2020,International Aviation,0.0149267,0.0218627,,India,11/19/2020,Residential,0.556635,0.432656
ROW,11/19/2020,Power,9.46709,8.63205,,ROW,11/19/2020,Industry,10.4713,10.591,,,ROW,11/19/2020,Domestic Aviation,0.125935,0.138282,,,ROW,11/19/2020,International Aviation,0.298726,0.496332,,ROW,11/19/2020,Residential,3.88303,3.65355
Russia,11/19/2020,Power,2.40074,2.40442,,Russia,11/19/2020,Industry,0.943288,0.924504,,,Russia,11/19/2020,Domestic Aviation,0.0346741,0.0463659,,,Russia,11/19/2020,International Aviation,0.0121569,0.0248096,,Russia,11/19/2020,Residential,0.751036,0.673343
United States,11/19/2020,Power,3.51873,3.68123,,United States,11/19/2020,Industry,2.72108,2.82943,,,United States,11/19/2020,Domestic Aviation,0.374102,0.485552,,,United States,11/19/2020,International Aviation,0.13623,0.180268,,United States,11/19/2020,Residential,1.91486,2.15558
WORLD,11/19/2020,Power,36.1883,36.2516,,WORLD,11/19/2020,Industry,32.099,30.9096,,,WORLD,11/19/2020,Domestic Aviation,0.782457,0.869538,,,WORLD,11/19/2020,International Aviation,0.671482,1.14408,,WORLD,11/19/2020,Residential,12.0361,12.0325
Brazil,11/20/2020,Power,0.347238,0.339465,,Brazil,11/20/2020,Industry,0.396248,0.390144,,,Brazil,11/20/2020,Domestic Aviation,0.023895,0.0262775,,,Brazil,11/20/2020,International Aviation,0.00675289,0.0116124,,Brazil,11/20/2020,Residential,0.101734,0.101734
China,11/20/2020,Power,13.9738,14.0465,,China,11/20/2020,Industry,13.5954,11.6659,,,China,11/20/2020,Domestic Aviation,0.190267,0.107979,,,China,11/20/2020,International Aviation,0.0374307,0.0358988,,China,11/20/2020,Residential,2.79625,3.00799
EU27 & UK,11/20/2020,Power,2.78231,2.65269,,EU27 & UK,11/20/2020,Industry,1.98514,1.73269,,,EU27 & UK,11/20/2020,Domestic Aviation,0.0206923,0.0338309,,,EU27 & UK,11/20/2020,International Aviation,0.153298,0.358254,,EU27 & UK,11/20/2020,Residential,2.51627,2.38052
India,11/20/2020,Power,3.11949,3.07544,,India,11/20/2020,Industry,2.02637,1.96882,,,India,11/20/2020,Domestic Aviation,0.0143959,0.0189355,,,India,11/20/2020,International Aviation,0.0153949,0.0221455,,India,11/20/2020,Residential,0.592561,0.422982
ROW,11/20/2020,Power,9.47819,8.18504,,ROW,11/20/2020,Industry,10.3451,9.84508,,,ROW,11/20/2020,Domestic Aviation,0.12919,0.146553,,,ROW,11/20/2020,International Aviation,0.308486,0.503685,,ROW,11/20/2020,Residential,3.92673,3.36767
Russia,11/20/2020,Power,2.40233,2.34619,,Russia,11/20/2020,Industry,0.943912,0.902117,,,Russia,11/20/2020,Domestic Aviation,0.0370037,0.0468884,,,Russia,11/20/2020,International Aviation,0.0127419,0.0251317,,Russia,11/20/2020,Residential,0.718604,0.662198
United States,11/20/2020,Power,3.58119,3.41003,,United States,11/20/2020,Industry,2.85263,2.68178,,,United States,11/20/2020,Domestic Aviation,0.399937,0.446282,,,United States,11/20/2020,International Aviation,0.138557,0.171569,,United States,11/20/2020,Residential,1.49661,1.89001
WORLD,11/20/2020,Power,37.1781,35.2843,,WORLD,11/20/2020,Industry,32.8738,29.8585,,,WORLD,11/20/2020,Domestic Aviation,0.837676,0.849736,,,WORLD,11/20/2020,International Aviation,0.695565,1.15499,,WORLD,11/20/2020,Residential,12.3333,12.1292
Brazil,11/21/2020,Power,0.368392,0.376009,,Brazil,11/21/2020,Industry,0.420388,0.432143,,,Brazil,11/21/2020,Domestic Aviation,0.0194175,0.0312056,,,Brazil,11/21/2020,International Aviation,0.00617041,0.0110662,,Brazil,11/21/2020,Residential,0.101734,0.101734
China,11/21/2020,Power,14.3125,13.7506,,China,11/21/2020,Industry,13.9249,11.4202,,,China,11/21/2020,Domestic Aviation,0.181122,0.102147,,,China,11/21/2020,International Aviation,0.0347986,0.0316034,,China,11/21/2020,Residential,3.05265,3.55809
EU27 & UK,11/21/2020,Power,2.02189,2.91522,,EU27 & UK,11/21/2020,Industry,1.44259,1.90417,,,EU27 & UK,11/21/2020,Domestic Aviation,0.011665,0.0390099,,,EU27 & UK,11/21/2020,International Aviation,0.147851,0.335772,,EU27 & UK,11/21/2020,Residential,2.61147,2.57576
India,11/21/2020,Power,3.08065,3.26004,,India,11/21/2020,Industry,2.00115,2.08699,,,India,11/21/2020,Domestic Aviation,0.0133474,0.0193642,,,India,11/21/2020,International Aviation,0.0134581,0.0201988,,India,11/21/2020,Residential,0.7396,0.437909
ROW,11/21/2020,Power,9.07042,8.82982,,ROW,11/21/2020,Industry,10.0881,10.5926,,,ROW,11/21/2020,Domestic Aviation,0.105597,0.155691,,,ROW,11/21/2020,International Aviation,0.319239,0.449601,,ROW,11/21/2020,Residential,3.8536,3.36655
Russia,11/21/2020,Power,2.2937,2.53994,,Russia,11/21/2020,Industry,0.90123,0.976611,,,Russia,11/21/2020,Domestic Aviation,0.0351068,0.0449012,,,Russia,11/21/2020,International Aviation,0.0134077,0.0203868,,Russia,11/21/2020,Residential,0.732436,0.682295
United States,11/21/2020,Power,3.52848,3.9098,,United States,11/21/2020,Industry,2.85904,2.96605,,,United States,11/21/2020,Domestic Aviation,0.392762,0.466786,,,United States,11/21/2020,International Aviation,0.140607,0.172046,,United States,11/21/2020,Residential,1.66849,1.9762
WORLD,11/21/2020,Power,35.9227,37.0576,,WORLD,11/21/2020,Industry,32.2459,31.1859,,,WORLD,11/21/2020,Domestic Aviation,0.781969,0.881143,,,WORLD,11/21/2020,International Aviation,0.697953,1.06164,,WORLD,11/21/2020,Residential,13.1165,13.0265
Brazil,11/22/2020,Power,0.31979,0.387681,,Brazil,11/22/2020,Industry,0.364925,0.445559,,,Brazil,11/22/2020,Domestic Aviation,0.0157384,0.0318414,,,Brazil,11/22/2020,International Aviation,0.00669404,0.00933494,,Brazil,11/22/2020,Residential,0.101734,0.101734
China,11/22/2020,Power,14.5907,13.9604,,China,11/22/2020,Industry,14.1956,11.5944,,,China,11/22/2020,Domestic Aviation,0.194323,0.106383,,,China,11/22/2020,International Aviation,0.0369253,0.0341432,,China,11/22/2020,Residential,3.37364,3.39952
EU27 & UK,11/22/2020,Power,2.12374,3.05008,,EU27 & UK,11/22/2020,Industry,1.51526,1.99226,,,EU27 & UK,11/22/2020,Domestic Aviation,0.0151,0.0341396,,,EU27 & UK,11/22/2020,International Aviation,0.150094,0.291755,,EU27 & UK,11/22/2020,Residential,2.5199,2.61939
India,11/22/2020,Power,3.0634,3.40507,,India,11/22/2020,Industry,1.98994,2.17984,,,India,11/22/2020,Domestic Aviation,0.0134317,0.0188564,,,India,11/22/2020,International Aviation,0.0147597,0.019122,,India,11/22/2020,Residential,0.823039,0.463008
ROW,11/22/2020,Power,8.7737,9.07822,,ROW,11/22/2020,Industry,9.75956,10.9503,,,ROW,11/22/2020,Domestic Aviation,0.113635,0.155119,,,ROW,11/22/2020,International Aviation,0.312547,0.446986,,ROW,11/22/2020,Residential,4.04381,3.45773
Russia,11/22/2020,Power,2.24692,2.53697,,Russia,11/22/2020,Industry,0.882849,0.975469,,,Russia,11/22/2020,Domestic Aviation,0.0353287,0.0420351,,,Russia,11/22/2020,International Aviation,0.0118045,0.0205575,,Russia,11/22/2020,Residential,0.753557,0.75166
United States,11/22/2020,Power,3.34082,3.80899,,United States,11/22/2020,Industry,2.77035,2.85954,,,United States,11/22/2020,Domestic Aviation,0.360089,0.512813,,,United States,11/22/2020,International Aviation,0.131766,0.164028,,United States,11/22/2020,Residential,1.92567,2.36818
WORLD,11/22/2020,Power,35.7202,37.598,,WORLD,11/22/2020,Industry,32.0939,31.7468,,,WORLD,11/22/2020,Domestic Aviation,0.76854,0.92544,,,WORLD,11/22/2020,International Aviation,0.686225,1.0093,,WORLD,11/22/2020,Residential,13.8056,13.6114
Brazil,11/23/2020,Power,0.339151,0.357227,,Brazil,11/23/2020,Industry,0.387019,0.410557,,,Brazil,11/23/2020,Domestic Aviation,0.0237503,0.031644,,,Brazil,11/23/2020,International Aviation,0.00636143,0.0107576,,Brazil,11/23/2020,Residential,0.101734,0.101734
China,11/23/2020,Power,14.3593,14.0869,,China,11/23/2020,Industry,13.9705,11.6995,,,China,11/23/2020,Domestic Aviation,0.193262,0.115248,,,China,11/23/2020,International Aviation,0.0283702,0.0372932,,China,11/23/2020,Residential,3.41196,3.10357
EU27 & UK,11/23/2020,Power,3.01488,3.22399,,EU27 & UK,11/23/2020,Industry,2.15107,2.10586,,,EU27 & UK,11/23/2020,Domestic Aviation,0.0180824,0.0346382,,,EU27 & UK,11/23/2020,International Aviation,0.139079,0.305126,,EU27 & UK,11/23/2020,Residential,2.49498,2.61792
India,11/23/2020,Power,3.19101,3.44027,,India,11/23/2020,Industry,2.07283,2.20238,,,India,11/23/2020,Domestic Aviation,0.0146276,0.0190669,,,India,11/23/2020,International Aviation,0.0119935,0.0224085,,India,11/23/2020,Residential,0.729147,0.454142
ROW,11/23/2020,Power,9.31378,9.22793,,ROW,11/23/2020,Industry,10.4876,11.1217,,,ROW,11/23/2020,Domestic Aviation,0.121956,0.157399,,,ROW,11/23/2020,International Aviation,0.271577,0.467246,,ROW,11/23/2020,Residential,4.11195,3.43837
Russia,11/23/2020,Power,2.36005,2.5665,,Russia,11/23/2020,Industry,0.927299,0.986824,,,Russia,11/23/2020,Domestic Aviation,0.0342469,0.0423891,,,Russia,11/23/2020,International Aviation,0.0110986,0.0232911,,Russia,11/23/2020,Residential,0.715992,0.797961
United States,11/23/2020,Power,3.54048,3.54923,,United States,11/23/2020,Industry,2.82926,2.75757,,,United States,11/23/2020,Domestic Aviation,0.34584,0.540498,,,United States,11/23/2020,International Aviation,0.133343,0.160903,,United States,11/23/2020,Residential,1.98496,2.17067
WORLD,11/23/2020,Power,37.4239,37.9566,,WORLD,11/23/2020,Industry,33.4625,32.1069,,,WORLD,11/23/2020,Domestic Aviation,0.7755,0.962429,,,WORLD,11/23/2020,International Aviation,0.620102,1.05491,,WORLD,11/23/2020,Residential,13.9108,13.1342
Brazil,11/24/2020,Power,0.348491,0.361382,,Brazil,11/24/2020,Industry,0.397677,0.415333,,,Brazil,11/24/2020,Domestic Aviation,0.0234018,0.0314927,,,Brazil,11/24/2020,International Aviation,0.00568378,0.0100811,,Brazil,11/24/2020,Residential,0.101734,0.101734
China,11/24/2020,Power,14.9377,14.5873,,China,11/24/2020,Industry,14.5332,12.1151,,,China,11/24/2020,Domestic Aviation,0.186927,0.119319,,,China,11/24/2020,International Aviation,0.0329017,0.0345186,,China,11/24/2020,Residential,3.28873,2.9797
EU27 & UK,11/24/2020,Power,3.14737,3.28136,,EU27 & UK,11/24/2020,Industry,2.2456,2.14333,,,EU27 & UK,11/24/2020,Domestic Aviation,0.0134848,0.0382053,,,EU27 & UK,11/24/2020,International Aviation,0.114059,0.314657,,EU27 & UK,11/24/2020,Residential,2.49722,2.773
India,11/24/2020,Power,3.24668,3.4261,,India,11/24/2020,Industry,2.10899,2.1933,,,India,11/24/2020,Domestic Aviation,0.0133659,0.0190439,,,India,11/24/2020,International Aviation,0.0125233,0.0222987,,India,11/24/2020,Residential,0.662196,0.45398
