country,date,sector,value20,,country,date,sector,value21,,Country,date,sector,value19
China,4/15/2020,International Aviation,0.031286,,China,4/16/2021,International Aviation,0.0325794,,China,16/04/2019,International Aviation,0.0866073
China,4/15/2020,Power,11.2743,,China,4/16/2021,Power,12.6777,,China,16/04/2019,Power,11.3999
China,4/15/2020,Residential,1.56288,,China,4/16/2021,Residential,1.88455,,China,16/04/2019,Residential,1.58807
India,4/15/2020,Domestic Aviation,0.000246457,,India,4/16/2021,Domestic Aviation,0.0149038,,India,16/04/2019,Domestic Aviation,0.0176252
India,4/15/2020,Ground Transport,0.320736,,India,4/16/2021,Ground Transport,0.809069,,India,16/04/2019,Ground Transport,0.851542
India,4/15/2020,Industry,0.521295,,India,4/16/2021,Industry,1.98535,,India,16/04/2019,Industry,1.89648
India,4/15/2020,International Aviation,0.00230827,,India,4/16/2021,International Aviation,0.0184744,,India,16/04/2019,International Aviation,0.0285985
India,4/15/2020,Power,2.59882,,India,4/16/2021,Power,3.99368,,India,16/04/2019,Power,3.42814
India,4/15/2020,Residential,0.329394,,India,4/16/2021,Residential,0.342007,,India,16/04/2019,Residential,0.331703
Russia,4/15/2020,Domestic Aviation,0.0116526,,Russia,4/16/2021,Domestic Aviation,0.0461211,,Russia,16/04/2019,Domestic Aviation,0.0377796
Russia,4/15/2020,Ground Transport,0.544784,,Russia,4/16/2021,Ground Transport,0.694395,,Russia,16/04/2019,Ground Transport,0.674747
Russia,4/15/2020,Industry,0.716026,,Russia,4/16/2021,Industry,0.782254,,Russia,16/04/2019,Industry,0.758149
Russia,4/15/2020,International Aviation,0.00572773,,Russia,4/16/2021,International Aviation,0.0141511,,Russia,16/04/2019,International Aviation,0.0330334
Russia,4/15/2020,Power,1.94682,,Russia,4/16/2021,Power,2.01101,,Russia,16/04/2019,Power,2.19387
Russia,4/15/2020,Residential,0.47077,,Russia,4/16/2021,Residential,0.351776,,Russia,16/04/2019,Residential,0.480895
Brazil,4/16/2020,Domestic Aviation,0.00259695,,Brazil,4/17/2021,Domestic Aviation,0.0126236,,Brazil,17/04/2019,Domestic Aviation,0.0271812
Brazil,4/16/2020,Ground Transport,0.365183,,Brazil,4/17/2021,Ground Transport,0.427941,,Brazil,17/04/2019,Ground Transport,0.501585
Brazil,4/16/2020,Industry,0.205734,,Brazil,4/17/2021,Industry,0.295847,,Brazil,17/04/2019,Industry,0.349482
Brazil,4/16/2020,International Aviation,0.00163795,,Brazil,4/17/2021,International Aviation,0.00632616,,Brazil,17/04/2019,International Aviation,0.0164231
Brazil,4/16/2020,Power,0.0971812,,Brazil,4/17/2021,Power,0.210711,,Brazil,17/04/2019,Power,0.155282
Brazil,4/16/2020,Residential,0.101734,,Brazil,4/17/2021,Residential,0.101734,,Brazil,17/04/2019,Residential,0.101734
China,4/16/2020,Domestic Aviation,0.0779988,,China,4/17/2021,Domestic Aviation,0.206116,,China,17/04/2019,Domestic Aviation,0.171298
China,4/16/2020,Ground Transport,2.25867,,China,4/17/2021,Ground Transport,2.46912,,China,17/04/2019,Ground Transport,2.53017
China,4/16/2020,Industry,11.3346,,China,4/17/2021,Industry,13.2575,,China,17/04/2019,Industry,11.0769
China,4/16/2020,International Aviation,0.0272029,,China,4/17/2021,International Aviation,0.0301581,,China,17/04/2019,International Aviation,0.0873229
China,4/16/2020,Power,10.6397,,China,4/17/2021,Power,12.7897,,China,17/04/2019,Power,10.8237
China,4/16/2020,Residential,1.65769,,China,4/17/2021,Residential,2.00737,,China,17/04/2019,Residential,1.49738
India,4/16/2020,Domestic Aviation,0.000206246,,India,4/17/2021,Domestic Aviation,0.0144801,,India,17/04/2019,Domestic Aviation,0.0183349
India,4/16/2020,Ground Transport,0.332363,,India,4/17/2021,Ground Transport,0.481373,,India,17/04/2019,Ground Transport,0.827301
India,4/16/2020,Industry,0.528411,,India,4/17/2021,Industry,1.93613,,India,17/04/2019,Industry,1.79142
India,4/16/2020,International Aviation,0.00218694,,India,4/17/2021,International Aviation,0.0172839,,India,17/04/2019,International Aviation,0.0303452
India,4/16/2020,Power,2.6343,,India,4/17/2021,Power,3.89466,,India,17/04/2019,Power,3.23823
India,4/16/2020,Residential,0.325061,,India,4/17/2021,Residential,0.354134,,India,17/04/2019,Residential,0.361259
Russia,4/16/2020,Domestic Aviation,0.0102105,,Russia,4/17/2021,Domestic Aviation,0.0440444,,Russia,17/04/2019,Domestic Aviation,0.0385804
Russia,4/16/2020,Ground Transport,0.543905,,Russia,4/17/2021,Ground Transport,0.651341,,Russia,17/04/2019,Ground Transport,0.672391
Russia,4/16/2020,Industry,0.729954,,Russia,4/17/2021,Industry,0.768449,,Russia,17/04/2019,Industry,0.772065
Russia,4/16/2020,International Aviation,0.00382984,,Russia,4/17/2021,International Aviation,0.0137092,,Russia,17/04/2019,International Aviation,0.0322976
Russia,4/16/2020,Power,1.98469,,Russia,4/17/2021,Power,1.97552,,Russia,17/04/2019,Power,2.23414
Russia,4/16/2020,Residential,0.486871,,Russia,4/17/2021,Residential,0.386758,,Russia,17/04/2019,Residential,0.548688
Brazil,4/17/2020,Domestic Aviation,0.00243509,,Brazil,4/18/2021,Domestic Aviation,0.0114912,,Brazil,18/04/2019,Domestic Aviation,0.0276714
Brazil,4/17/2020,Ground Transport,0.379171,,Brazil,4/18/2021,Ground Transport,0.2953,,Brazil,18/04/2019,Ground Transport,0.502418
Brazil,4/17/2020,Industry,0.201992,,Brazil,4/18/2021,Industry,0.291245,,Brazil,18/04/2019,Industry,0.368368
Brazil,4/17/2020,International Aviation,0.00151694,,Brazil,4/18/2021,International Aviation,0.00666619,,Brazil,18/04/2019,International Aviation,0.0183361
Brazil,4/17/2020,Power,0.0954136,,Brazil,4/18/2021,Power,0.207434,,Brazil,18/04/2019,Power,0.163673
Brazil,4/17/2020,Residential,0.101734,,Brazil,4/18/2021,Residential,0.101734,,Brazil,18/04/2019,Residential,0.101734
China,4/17/2020,Domestic Aviation,0.0863183,,China,4/18/2021,Domestic Aviation,0.209245,,China,18/04/2019,Domestic Aviation,0.169104
China,4/17/2020,Ground Transport,2.30692,,China,4/18/2021,Ground Transport,2.43617,,China,18/04/2019,Ground Transport,2.53312
China,4/17/2020,Industry,11.7968,,China,4/18/2021,Industry,13.086,,China,18/04/2019,Industry,11.3973
China,4/17/2020,International Aviation,0.0248688,,China,4/18/2021,International Aviation,0.0338699,,China,18/04/2019,International Aviation,0.0866993
China,4/17/2020,Power,11.0736,,China,4/18/2021,Power,12.6244,,China,18/04/2019,Power,11.1368
China,4/17/2020,Residential,1.7149,,China,4/18/2021,Residential,1.8085,,China,18/04/2019,Residential,1.63014
India,4/17/2020,Domestic Aviation,0.0001374,,India,4/18/2021,Domestic Aviation,0.0138561,,India,18/04/2019,Domestic Aviation,0.0181695
India,4/17/2020,Ground Transport,0.319116,,India,4/18/2021,Ground Transport,0.217209,,India,18/04/2019,Ground Transport,0.842446
India,4/17/2020,Industry,0.526327,,India,4/18/2021,Industry,1.9197,,India,18/04/2019,Industry,1.84002
India,4/17/2020,International Aviation,0.00207057,,India,4/18/2021,International Aviation,0.0186557,,India,18/04/2019,International Aviation,0.0299782
India,4/17/2020,Power,2.62391,,India,4/18/2021,Power,3.86162,,India,18/04/2019,Power,3.32609
India,4/17/2020,Residential,0.345542,,India,4/18/2021,Residential,0.346237,,India,18/04/2019,Residential,0.34662
Russia,4/17/2020,Domestic Aviation,0.0121823,,Russia,4/18/2021,Domestic Aviation,0.0445539,,Russia,18/04/2019,Domestic Aviation,0.0388398
Russia,4/17/2020,Ground Transport,0.551752,,Russia,4/18/2021,Ground Transport,0.553252,,Russia,18/04/2019,Ground Transport,0.674177
Russia,4/17/2020,Industry,0.709255,,Russia,4/18/2021,Industry,0.754387,,Russia,18/04/2019,Industry,0.77045
Russia,4/17/2020,International Aviation,0.00385993,,Russia,4/18/2021,International Aviation,0.0150922,,Russia,18/04/2019,International Aviation,0.0333939
Russia,4/17/2020,Power,1.92841,,Russia,4/18/2021,Power,1.93937,,Russia,18/04/2019,Power,2.22946
Russia,4/17/2020,Residential,0.474728,,Russia,4/18/2021,Residential,0.41921,,Russia,18/04/2019,Residential,0.558761
Brazil,4/18/2020,Domestic Aviation,0.00199347,,Brazil,4/19/2021,Domestic Aviation,0.0144954,,Brazil,19/04/2019,Domestic Aviation,0.0248476
Brazil,4/18/2020,Ground Transport,0.2662,,Brazil,4/19/2021,Ground Transport,0.476196,,Brazil,19/04/2019,Ground Transport,0.441043
Brazil,4/18/2020,Industry,0.190434,,Brazil,4/19/2021,Industry,0.360453,,Brazil,19/04/2019,Industry,0.342299
Brazil,4/18/2020,International Aviation,0.00111991,,Brazil,4/19/2021,International Aviation,0.00735239,,Brazil,19/04/2019,International Aviation,0.0173951
Brazil,4/18/2020,Power,0.0899541,,Brazil,4/19/2021,Power,0.256726,,Brazil,19/04/2019,Power,0.15209
Brazil,4/18/2020,Residential,0.101734,,Brazil,4/19/2021,Residential,0.101734,,Brazil,19/04/2019,Residential,0.101734
China,4/18/2020,Domestic Aviation,0.079085,,China,4/19/2021,Domestic Aviation,0.208766,,China,19/04/2019,Domestic Aviation,0.16504
China,4/18/2020,Ground Transport,1.8021,,China,4/19/2021,Ground Transport,2.44159,,China,19/04/2019,Ground Transport,2.57118
China,4/18/2020,Industry,12.4585,,China,4/19/2021,Industry,13.1082,,China,19/04/2019,Industry,11.59
China,4/18/2020,International Aviation,0.0266453,,China,4/19/2021,International Aviation,0.0274669,,China,19/04/2019,International Aviation,0.0876067
China,4/18/2020,Power,11.6947,,China,4/19/2021,Power,12.6457,,China,19/04/2019,Power,11.3251
China,4/18/2020,Residential,1.86851,,China,4/19/2021,Residential,1.63341,,China,19/04/2019,Residential,1.73017
India,4/18/2020,Domestic Aviation,0.000140276,,India,4/19/2021,Domestic Aviation,0.0138662,,India,19/04/2019,Domestic Aviation,0.0181036
India,4/18/2020,Ground Transport,0.257806,,India,4/19/2021,Ground Transport,0.803593,,India,19/04/2019,Ground Transport,0.810384
India,4/18/2020,Industry,0.618199,,India,4/19/2021,Industry,1.95618,,India,19/04/2019,Industry,1.88358
India,4/18/2020,International Aviation,0.00185894,,India,4/19/2021,International Aviation,0.0145244,,India,19/04/2019,International Aviation,0.0313051
India,4/18/2020,Power,3.08192,,India,4/19/2021,Power,3.93499,,India,19/04/2019,Power,3.40483
India,4/18/2020,Residential,0.347819,,India,4/19/2021,Residential,0.341956,,India,19/04/2019,Residential,0.328824
Russia,4/18/2020,Domestic Aviation,0.0113871,,Russia,4/19/2021,Domestic Aviation,0.0435004,,Russia,19/04/2019,Domestic Aviation,0.0411061
Russia,4/18/2020,Ground Transport,0.338781,,Russia,4/19/2021,Ground Transport,0.684392,,Russia,19/04/2019,Ground Transport,0.679674
Russia,4/18/2020,Industry,0.696876,,Russia,4/19/2021,Industry,0.78723,,Russia,19/04/2019,Industry,0.760524
Russia,4/18/2020,International Aviation,0.00368645,,Russia,4/19/2021,International Aviation,0.0121115,,Russia,19/04/2019,International Aviation,0.0335994
Russia,4/18/2020,Power,1.89475,,Russia,4/19/2021,Power,2.0238,,Russia,19/04/2019,Power,2.20074
Russia,4/18/2020,Residential,0.481072,,Russia,4/19/2021,Residential,0.46793,,Russia,19/04/2019,Residential,0.521614
Brazil,4/19/2020,Domestic Aviation,0.0017136,,Brazil,4/20/2021,Domestic Aviation,0.0124665,,Brazil,20/04/2019,Domestic Aviation,0.0155715
Brazil,4/19/2020,Ground Transport,0.108384,,Brazil,4/20/2021,Ground Transport,0.488815,,Brazil,20/04/2019,Ground Transport,0.401521
Brazil,4/19/2020,Industry,0.189878,,Brazil,4/20/2021,Industry,0.394643,,Brazil,20/04/2019,Industry,0.344617
Brazil,4/19/2020,International Aviation,0.00227964,,Brazil,4/20/2021,International Aviation,0.00665519,,Brazil,20/04/2019,International Aviation,0.0174465
Brazil,4/19/2020,Power,0.0896914,,Brazil,4/20/2021,Power,0.281077,,Brazil,20/04/2019,Power,0.15312
Brazil,4/19/2020,Residential,0.101734,,Brazil,4/20/2021,Residential,0.101734,,Brazil,20/04/2019,Residential,0.101734
China,4/19/2020,Domestic Aviation,0.0865234,,China,4/20/2021,Domestic Aviation,0.20712,,China,20/04/2019,Domestic Aviation,0.164403
China,4/19/2020,Ground Transport,1.55034,,China,4/20/2021,Ground Transport,2.48619,,China,20/04/2019,Ground Transport,2.50217
China,4/19/2020,Industry,11.9673,,China,4/20/2021,Industry,13.1192,,China,20/04/2019,Industry,11.1393
China,4/19/2020,International Aviation,0.0270979,,China,4/20/2021,International Aviation,0.0303824,,China,20/04/2019,International Aviation,0.088197
China,4/19/2020,Power,11.2337,,China,4/20/2021,Power,12.6564,,China,20/04/2019,Power,10.8847
China,4/19/2020,Residential,1.8499,,China,4/20/2021,Residential,1.66614,,China,20/04/2019,Residential,1.7104
India,4/19/2020,Domestic Aviation,9.46E-05,,India,4/20/2021,Domestic Aviation,0.0129909,,India,20/04/2019,Domestic Aviation,0.0179465
India,4/19/2020,Ground Transport,0.117124,,India,4/20/2021,Ground Transport,0.499647,,India,20/04/2019,Ground Transport,0.822222
India,4/19/2020,Industry,0.517805,,India,4/20/2021,Industry,1.98846,,India,20/04/2019,Industry,1.92077
India,4/19/2020,International Aviation,0.00268584,,India,4/20/2021,International Aviation,0.0137935,,India,20/04/2019,International Aviation,0.0302272
India,4/19/2020,Power,2.58143,,India,4/20/2021,Power,3.99992,,India,20/04/2019,Power,3.47206
India,4/19/2020,Residential,0.343517,,India,4/20/2021,Residential,0.340995,,India,20/04/2019,Residential,0.322873
Russia,4/19/2020,Domestic Aviation,0.010341,,Russia,4/20/2021,Domestic Aviation,0.0428102,,Russia,20/04/2019,Domestic Aviation,0.0378464
Russia,4/19/2020,Ground Transport,0.2273,,Russia,4/20/2021,Ground Transport,0.68864,,Russia,20/04/2019,Ground Transport,0.600348
Russia,4/19/2020,Industry,0.646916,,Russia,4/20/2021,Industry,0.778409,,Russia,20/04/2019,Industry,0.747119
Russia,4/19/2020,International Aviation,0.00308736,,Russia,4/20/2021,International Aviation,0.011687,,Russia,20/04/2019,International Aviation,0.0344764
Russia,4/19/2020,Power,1.75892,,Russia,4/20/2021,Power,2.00112,,Russia,20/04/2019,Power,2.16195
Russia,4/19/2020,Residential,0.468125,,Russia,4/20/2021,Residential,0.470605,,Russia,20/04/2019,Residential,0.483491
Brazil,4/20/2020,Domestic Aviation,0.00276782,,Brazil,4/21/2021,Domestic Aviation,0.0130481,,Brazil,21/04/2019,Domestic Aviation,0.0213076
Brazil,4/20/2020,Ground Transport,0.327538,,Brazil,4/21/2021,Ground Transport,0.401167,,Brazil,21/04/2019,Ground Transport,0.325417
Brazil,4/20/2020,Industry,0.204531,,Brazil,4/21/2021,Industry,0.390201,,Brazil,21/04/2019,Industry,0.302285
Brazil,4/20/2020,International Aviation,0.00225302,,Brazil,4/21/2021,International Aviation,0.00635817,,Brazil,21/04/2019,International Aviation,0.0184858
Brazil,4/20/2020,Power,0.0966129,,Brazil,4/21/2021,Power,0.277913,,Brazil,21/04/2019,Power,0.134311
Brazil,4/20/2020,Residential,0.101734,,Brazil,4/21/2021,Residential,0.101734,,Brazil,21/04/2019,Residential,0.101734
China,4/20/2020,Domestic Aviation,0.0832633,,China,4/21/2021,Domestic Aviation,0.208524,,China,21/04/2019,Domestic Aviation,0.170309
China,4/20/2020,Ground Transport,2.359,,China,4/21/2021,Ground Transport,2.49286,,China,21/04/2019,Ground Transport,2.43884
China,4/20/2020,Industry,11.4964,,China,4/21/2021,Industry,12.992,,China,21/04/2019,Industry,11.7006
China,4/20/2020,International Aviation,0.0253936,,China,4/21/2021,International Aviation,0.0346083,,China,21/04/2019,International Aviation,0.0891222
China,4/20/2020,Power,10.7916,,China,4/21/2021,Power,12.5337,,China,21/04/2019,Power,11.4332
China,4/20/2020,Residential,2.06409,,China,4/21/2021,Residential,1.66784,,China,21/04/2019,Residential,1.64594
India,4/20/2020,Domestic Aviation,0.000267541,,India,4/21/2021,Domestic Aviation,0.0138375,,India,21/04/2019,Domestic Aviation,0.018066
India,4/20/2020,Ground Transport,0.441504,,India,4/21/2021,Ground Transport,0.485802,,India,21/04/2019,Ground Transport,0.736104
India,4/20/2020,Industry,0.50747,,India,4/21/2021,Industry,1.9491,,India,21/04/2019,Industry,1.86486
India,4/20/2020,International Aviation,0.00177194,,India,4/21/2021,International Aviation,0.0175461,,India,21/04/2019,International Aviation,0.0311977
India,4/20/2020,Power,2.52991,,India,4/21/2021,Power,3.92075,,India,21/04/2019,Power,3.37098
India,4/20/2020,Residential,0.345956,,India,4/21/2021,Residential,0.348268,,India,21/04/2019,Residential,0.317758
Russia,4/20/2020,Domestic Aviation,0.0103536,,Russia,4/21/2021,Domestic Aviation,0.0450528,,Russia,21/04/2019,Domestic Aviation,0.03761
Russia,4/20/2020,Ground Transport,0.516312,,Russia,4/21/2021,Ground Transport,0.688327,,Russia,21/04/2019,Ground Transport,0.511742
Russia,4/20/2020,Industry,0.693426,,Russia,4/21/2021,Industry,0.797083,,Russia,21/04/2019,Industry,0.71969
Russia,4/20/2020,International Aviation,0.00465227,,Russia,4/21/2021,International Aviation,0.0122207,,Russia,21/04/2019,International Aviation,0.0353816
Russia,4/20/2020,Power,1.88537,,Russia,4/21/2021,Power,2.04913,,Russia,21/04/2019,Power,2.08258
Russia,4/20/2020,Residential,0.45225,,Russia,4/21/2021,Residential,0.467657,,Russia,21/04/2019,Residential,0.435076
Brazil,4/21/2020,Domestic Aviation,0.00290043,,Brazil,4/22/2021,Domestic Aviation,0.0127607,,Brazil,22/04/2019,Domestic Aviation,0.0290523
Brazil,4/21/2020,Ground Transport,0.14109,,Brazil,4/22/2021,Ground Transport,0.486234,,Brazil,22/04/2019,Ground Transport,0.480216
Brazil,4/21/2020,Industry,0.231763,,Brazil,4/22/2021,Industry,0.396766,,Brazil,22/04/2019,Industry,0.308327
Brazil,4/21/2020,International Aviation,0.00201074,,Brazil,4/22/2021,International Aviation,0.00680979,,Brazil,22/04/2019,International Aviation,0.0175652
Brazil,4/21/2020,Power,0.109477,,Brazil,4/22/2021,Power,0.282589,,Brazil,22/04/2019,Power,0.136996
Brazil,4/21/2020,Residential,0.101734,,Brazil,4/22/2021,Residential,0.101734,,Brazil,22/04/2019,Residential,0.101734
China,4/21/2020,Domestic Aviation,0.077367,,China,4/22/2021,Domestic Aviation,0.206832,,China,22/04/2019,Domestic Aviation,0.166826
China,4/21/2020,Ground Transport,2.29098,,China,4/22/2021,Ground Transport,2.51901,,China,22/04/2019,Ground Transport,2.52561
China,4/21/2020,Industry,12.1291,,China,4/22/2021,Industry,13.1109,,China,22/04/2019,Industry,11.3377
China,4/21/2020,International Aviation,0.032216,,China,4/22/2021,International Aviation,0.0334523,,China,22/04/2019,International Aviation,0.0821581
China,4/21/2020,Power,11.3855,,China,4/22/2021,Power,12.6484,,China,22/04/2019,Power,11.0786
China,4/21/2020,Residential,2.30374,,China,4/22/2021,Residential,1.66394,,China,22/04/2019,Residential,1.4983
India,4/21/2020,Domestic Aviation,0.000295161,,India,4/22/2021,Domestic Aviation,0.0126063,,India,22/04/2019,Domestic Aviation,0.0180491
India,4/21/2020,Ground Transport,0.375639,,India,4/22/2021,Ground Transport,0.521023,,India,22/04/2019,Ground Transport,0.83838
India,4/21/2020,Industry,0.751576,,India,4/22/2021,Industry,1.88376,,India,22/04/2019,Industry,1.9671
India,4/21/2020,International Aviation,0.00294,,India,4/22/2021,International Aviation,0.0182723,,India,22/04/2019,International Aviation,0.0289353
India,4/21/2020,Power,3.74685,,India,4/22/2021,Power,3.78931,,India,22/04/2019,Power,3.55579
India,4/21/2020,Residential,0.34518,,India,4/22/2021,Residential,0.37299,,India,22/04/2019,Residential,0.310624
Russia,4/21/2020,Domestic Aviation,0.0101176,,Russia,4/22/2021,Domestic Aviation,0.043706,,Russia,22/04/2019,Domestic Aviation,0.0406677
Russia,4/21/2020,Ground Transport,0.54296,,Russia,4/22/2021,Ground Transport,0.689217,,Russia,22/04/2019,Ground Transport,0.667449
Russia,4/21/2020,Industry,0.684391,,Russia,4/22/2021,Industry,0.779549,,Russia,22/04/2019,Industry,0.746271
Russia,4/21/2020,International Aviation,0.00586323,,Russia,4/22/2021,International Aviation,0.0118877,,Russia,22/04/2019,International Aviation,0.031628
Russia,4/21/2020,Power,1.86081,,Russia,4/22/2021,Power,2.00405,,Russia,22/04/2019,Power,2.15949
Russia,4/21/2020,Residential,0.434332,,Russia,4/22/2021,Residential,0.409048,,Russia,22/04/2019,Residential,0.38561
Brazil,4/22/2020,Domestic Aviation,0.00363054,,Brazil,4/23/2021,Domestic Aviation,0.0138035,,Brazil,23/04/2019,Domestic Aviation,0.0280708
Brazil,4/22/2020,Ground Transport,0.363408,,Brazil,4/23/2021,Ground Transport,0.481465,,Brazil,23/04/2019,Ground Transport,0.472056
Brazil,4/22/2020,Industry,0.230897,,Brazil,4/23/2021,Industry,0.388408,,Brazil,23/04/2019,Industry,0.309596
Brazil,4/22/2020,International Aviation,0.00209111,,Brazil,4/23/2021,International Aviation,0.00648742,,Brazil,23/04/2019,International Aviation,0.0179169
Brazil,4/22/2020,Power,0.109067,,Brazil,4/23/2021,Power,0.276636,,Brazil,23/04/2019,Power,0.13756
Brazil,4/22/2020,Residential,0.101734,,Brazil,4/23/2021,Residential,0.101734,,Brazil,23/04/2019,Residential,0.101734
China,4/22/2020,Domestic Aviation,0.081465,,China,4/23/2021,Domestic Aviation,0.211525,,China,23/04/2019,Domestic Aviation,0.165488
China,4/22/2020,Ground Transport,2.29606,,China,4/23/2021,Ground Transport,2.5085,,China,23/04/2019,Ground Transport,2.5323
China,4/22/2020,Industry,12.1696,,China,4/23/2021,Industry,13.1026,,China,23/04/2019,Industry,11.5333
China,4/22/2020,International Aviation,0.0350804,,China,4/23/2021,International Aviation,0.0318356,,China,23/04/2019,International Aviation,0.0865129
China,4/22/2020,Power,11.4235,,China,4/23/2021,Power,12.6404,,China,23/04/2019,Power,11.2697
China,4/22/2020,Residential,2.29855,,China,4/23/2021,Residential,1.72163,,China,23/04/2019,Residential,1.46908
India,4/22/2020,Domestic Aviation,0.00035378,,India,4/23/2021,Domestic Aviation,0.0135215,,India,23/04/2019,Domestic Aviation,0.0175614
India,4/22/2020,Ground Transport,0.367076,,India,4/23/2021,Ground Transport,0.505328,,India,23/04/2019,Ground Transport,0.84117
India,4/22/2020,Industry,0.514938,,India,4/23/2021,Industry,1.85486,,India,23/04/2019,Industry,1.97918
India,4/22/2020,International Aviation,0.00323809,,India,4/23/2021,International Aviation,0.018571,,India,23/04/2019,International Aviation,0.0297038
India,4/22/2020,Power,2.56713,,India,4/23/2021,Power,3.73119,,India,23/04/2019,Power,3.57764
India,4/22/2020,Residential,0.336187,,India,4/23/2021,Residential,0.37571,,India,23/04/2019,Residential,0.302722
Russia,4/22/2020,Domestic Aviation,0.0101086,,Russia,4/23/2021,Domestic Aviation,0.0472829,,Russia,23/04/2019,Domestic Aviation,0.0380122
Russia,4/22/2020,Ground Transport,0.5459,,Russia,4/23/2021,Ground Transport,0.692127,,Russia,23/04/2019,Ground Transport,0.674649
Russia,4/22/2020,Industry,0.690993,,Russia,4/23/2021,Industry,0.763833,,Russia,23/04/2019,Industry,0.722442
Russia,4/22/2020,International Aviation,0.00588545,,Russia,4/23/2021,International Aviation,0.0130803,,Russia,23/04/2019,International Aviation,0.0324116
Russia,4/22/2020,Power,1.87876,,Russia,4/23/2021,Power,1.96365,,Russia,23/04/2019,Power,2.09054
Russia,4/22/2020,Residential,0.4554,,Russia,4/23/2021,Residential,0.383798,,Russia,23/04/2019,Residential,0.353839
Brazil,4/23/2020,Domestic Aviation,0.00385015,,Brazil,4/24/2021,Domestic Aviation,0.0120002,,Brazil,24/04/2019,Domestic Aviation,0.026665
Brazil,4/23/2020,Ground Transport,0.321404,,Brazil,4/24/2021,Ground Transport,0.435548,,Brazil,24/04/2019,Ground Transport,0.497644
Brazil,4/23/2020,Industry,0.23687,,Brazil,4/24/2021,Industry,0.32479,,Brazil,24/04/2019,Industry,0.317347
Brazil,4/23/2020,International Aviation,0.00205877,,Brazil,4/24/2021,International Aviation,0.00656002,,Brazil,24/04/2019,International Aviation,0.0161277
Brazil,4/23/2020,Power,0.111889,,Brazil,4/24/2021,Power,0.231325,,Brazil,24/04/2019,Power,0.141003
Brazil,4/23/2020,Residential,0.101734,,Brazil,4/24/2021,Residential,0.101734,,Brazil,24/04/2019,Residential,0.101734
China,4/23/2020,Domestic Aviation,0.0771901,,China,4/24/2021,Domestic Aviation,0.207863,,China,24/04/2019,Domestic Aviation,0.167146
China,4/23/2020,Ground Transport,2.25123,,China,4/24/2021,Ground Transport,2.47435,,China,24/04/2019,Ground Transport,2.53017
China,4/23/2020,Industry,12.0511,,China,4/24/2021,Industry,13.0971,,China,24/04/2019,Industry,11.4625
China,4/23/2020,International Aviation,0.0388382,,China,4/24/2021,International Aviation,0.032224,,China,24/04/2019,International Aviation,0.0866082
China,4/23/2020,Power,11.3123,,China,4/24/2021,Power,12.635,,China,24/04/2019,Power,11.2005
China,4/23/2020,Residential,2.23274,,China,4/24/2021,Residential,1.85211,,China,24/04/2019,Residential,1.69584
India,4/23/2020,Domestic Aviation,0.000291645,,India,4/24/2021,Domestic Aviation,0.0129672,,India,24/04/2019,Domestic Aviation,0.0182696
India,4/23/2020,Ground Transport,0.38748,,India,4/24/2021,Ground Transport,0.38162,,India,24/04/2019,Ground Transport,0.845375
India,4/23/2020,Industry,0.512301,,India,4/24/2021,Industry,1.88735,,India,24/04/2019,Industry,2.02687
India,4/23/2020,International Aviation,0.00399457,,India,4/24/2021,International Aviation,0.0180467,,India,24/04/2019,International Aviation,0.0307975
India,4/23/2020,Power,2.55399,,India,4/24/2021,Power,3.79654,,India,24/04/2019,Power,3.66383
India,4/23/2020,Residential,0.329123,,India,4/24/2021,Residential,0.343512,,India,24/04/2019,Residential,0.322818
Russia,4/23/2020,Domestic Aviation,0.0110328,,Russia,4/24/2021,Domestic Aviation,0.0477854,,Russia,24/04/2019,Domestic Aviation,0.0401529
Russia,4/23/2020,Ground Transport,0.547367,,Russia,4/24/2021,Ground Transport,0.646018,,Russia,24/04/2019,Ground Transport,0.672652
Russia,4/23/2020,Industry,0.69763,,Russia,4/24/2021,Industry,0.748648,,Russia,24/04/2019,Industry,0.704863
Russia,4/23/2020,International Aviation,0.00704927,,Russia,4/24/2021,International Aviation,0.0147142,,Russia,24/04/2019,International Aviation,0.0360457
Russia,4/23/2020,Power,1.8968,,Russia,4/24/2021,Power,1.92461,,Russia,24/04/2019,Power,2.03967
Russia,4/23/2020,Residential,0.476355,,Russia,4/24/2021,Residential,0.440333,,Russia,24/04/2019,Residential,0.306655
Brazil,4/24/2020,Domestic Aviation,0.00399136,,Brazil,4/25/2021,Domestic Aviation,0.0116029,,Brazil,25/04/2019,Domestic Aviation,0.0257051
Brazil,4/24/2020,Ground Transport,0.379361,,Brazil,4/25/2021,Ground Transport,0.306594,,Brazil,25/04/2019,Ground Transport,0.499901
Brazil,4/24/2020,Industry,0.241349,,Brazil,4/25/2021,Industry,0.308733,,Brazil,25/04/2019,Industry,0.312928
Brazil,4/24/2020,International Aviation,0.00238474,,Brazil,4/25/2021,International Aviation,0.00742518,,Brazil,25/04/2019,International Aviation,0.0171889
Brazil,4/24/2020,Power,0.114004,,Brazil,4/25/2021,Power,0.219889,,Brazil,25/04/2019,Power,0.13904
Brazil,4/24/2020,Residential,0.101734,,Brazil,4/25/2021,Residential,0.101734,,Brazil,25/04/2019,Residential,0.101734
China,4/24/2020,Domestic Aviation,0.084594,,China,4/25/2021,Domestic Aviation,0.2112,,China,25/04/2019,Domestic Aviation,0.166185
