country,date,sector,value20,value21,,country,date,sector,value20a,value21a,,country,date,sector,value20b,value21b,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d,,country,date,sector,value20e,value21e
Brazil,3/25/2020,Power,0.149639,0.240759,,Brazil,3/25/2020,Industry,0.313288,0.364911,,Brazil,3/25/2020,Domestic Aviation,0.00703571,0.0149966,,Brazil,3/25/2020,International Aviation,0.00634693,0.00759596,,Brazil,3/25/2020,Ground Transport,0.364394,0.453865,,Brazil,3/25/2020,Residential,0.0984519,0.0984519
China,3/25/2020,Power,11.2983,13.5821,,China,3/25/2020,Industry,10.4739,11.9509,,China,3/25/2020,Domestic Aviation,0.074469,0.201846,,China,3/25/2020,International Aviation,0.0233626,0.0347183,,China,3/25/2020,Ground Transport,2.22648,2.53635,,China,3/25/2020,Residential,1.72471,1.92645
India,3/25/2020,Power,2.55235,4.06583,,India,3/25/2020,Industry,1.3104,2.24006,,India,3/25/2020,Domestic Aviation,0.000139877,0.0176345,,India,3/25/2020,International Aviation,0.00260397,0.0184163,,India,3/25/2020,Ground Transport,0.337475,0.831775,,India,3/25/2020,Residential,0.361457,0.340398
Russia,3/25/2020,Power,2.25016,2.31006,,Russia,3/25/2020,Industry,0.754362,0.781279,,Russia,3/25/2020,Domestic Aviation,0.0375722,0.0409467,,Russia,3/25/2020,International Aviation,0.0112521,0.0137018,,Russia,3/25/2020,Ground Transport,0.654153,0.690434,,Russia,3/25/2020,Residential,0.588615,0.588203
Brazil,3/26/2020,Power,0.159124,0.254047,,Brazil,3/26/2020,Industry,0.333147,0.38505,,Brazil,3/26/2020,Domestic Aviation,0.00679595,0.0144127,,Brazil,3/26/2020,International Aviation,0.00596952,0.00731277,,Brazil,3/26/2020,Ground Transport,0.368642,0.374407,,Brazil,3/26/2020,Residential,0.0984519,0.0984519
China,3/26/2020,Power,11.114,13.5354,,China,3/26/2020,Industry,10.303,11.9098,,China,3/26/2020,Domestic Aviation,0.0699622,0.196641,,China,3/26/2020,International Aviation,0.020763,0.0290101,,China,3/26/2020,Ground Transport,2.1149,2.50895,,China,3/26/2020,Residential,2.26423,1.87557
India,3/26/2020,Power,3.88547,4.09254,,India,3/26/2020,Industry,1.99484,2.25477,,India,3/26/2020,Domestic Aviation,0.000148508,0.0168746,,India,3/26/2020,International Aviation,0.00184334,0.0162944,,India,3/26/2020,Ground Transport,0.382639,0.816974,,India,3/26/2020,Residential,0.34197,0.325218
Russia,3/26/2020,Power,2.21353,2.23671,,Russia,3/26/2020,Industry,0.74208,0.756471,,Russia,3/26/2020,Domestic Aviation,0.0366642,0.0396267,,Russia,3/26/2020,International Aviation,0.0154262,0.0146309,,Russia,3/26/2020,Ground Transport,0.657498,0.645609,,Russia,3/26/2020,Residential,0.518039,0.570141
Brazil,3/27/2020,Power,0.154252,0.249969,,Brazil,3/27/2020,Industry,0.322946,0.378869,,Brazil,3/27/2020,Domestic Aviation,0.00631117,0.0108014,,Brazil,3/27/2020,International Aviation,0.00601223,0.0058463,,Brazil,3/27/2020,Ground Transport,0.338387,0.227714,,Brazil,3/27/2020,Residential,0.0984519,0.0984519
China,3/27/2020,Power,10.8086,13.6236,,China,3/27/2020,Industry,10.02,11.9874,,China,3/27/2020,Domestic Aviation,0.0742391,0.20611,,China,3/27/2020,International Aviation,0.0219247,0.0303357,,China,3/27/2020,Ground Transport,2.20058,2.52086,,China,3/27/2020,Residential,2.70165,1.73742
India,3/27/2020,Power,3.92551,3.95766,,India,3/27/2020,Industry,2.0154,2.18046,,India,3/27/2020,Domestic Aviation,0.000192669,0.015811,,India,3/27/2020,International Aviation,0.00199342,0.0184956,,India,3/27/2020,Ground Transport,0.255928,0.599766,,India,3/27/2020,Residential,0.37769,0.319471
Russia,3/27/2020,Power,2.12694,2.10576,,Russia,3/27/2020,Industry,0.713051,0.712182,,Russia,3/27/2020,Domestic Aviation,0.0390225,0.0410339,,Russia,3/27/2020,International Aviation,0.0123319,0.0143968,,Russia,3/27/2020,Ground Transport,0.677211,0.573074,,Russia,3/27/2020,Residential,0.48858,0.570832
Brazil,3/28/2020,Power,0.115983,0.248142,,Brazil,3/28/2020,Industry,0.242825,0.376101,,Brazil,3/28/2020,Domestic Aviation,0.00403099,0.0141612,,Brazil,3/28/2020,International Aviation,0.00445511,0.00692271,,Brazil,3/28/2020,Ground Transport,0.223962,0.417425,,Brazil,3/28/2020,Residential,0.0984519,0.0984519
China,3/28/2020,Power,10.9654,13.4809,,China,3/28/2020,Industry,10.1653,11.8619,,China,3/28/2020,Domestic Aviation,0.0744634,0.205911,,China,3/28/2020,International Aviation,0.0228921,0.0236946,,China,3/28/2020,Ground Transport,1.55429,2.47491,,China,3/28/2020,Residential,2.77722,1.84968
India,3/28/2020,Power,3.89239,3.63394,,India,3/28/2020,Industry,1.9984,2.00211,,India,3/28/2020,Domestic Aviation,0.000215588,0.0151327,,India,3/28/2020,International Aviation,0.00126089,0.0148209,,India,3/28/2020,Ground Transport,0.198305,0.140122,,India,3/28/2020,Residential,0.365881,0.328652
Russia,3/28/2020,Power,1.99487,2.20111,,Russia,3/28/2020,Industry,0.668775,0.744431,,Russia,3/28/2020,Domestic Aviation,0.0365804,0.0414329,,Russia,3/28/2020,International Aviation,0.0117348,0.0116484,,Russia,3/28/2020,Ground Transport,0.46371,0.68665,,Russia,3/28/2020,Residential,0.463255,0.583088
Brazil,3/29/2020,Power,0.11928,0.246617,,Brazil,3/29/2020,Industry,0.249728,0.373789,,Brazil,3/29/2020,Domestic Aviation,0.00289896,0.0137057,,Brazil,3/29/2020,International Aviation,0.00518504,0.00689199,,Brazil,3/29/2020,Ground Transport,0.0947192,0.439203,,Brazil,3/29/2020,Residential,0.0984519,0.0984519
China,3/29/2020,Power,11.2185,13.6365,,China,3/29/2020,Industry,10.4,11.9989,,China,3/29/2020,Domestic Aviation,0.0769917,0.2033,,China,3/29/2020,International Aviation,0.0163594,0.0290492,,China,3/29/2020,Ground Transport,1.415,2.46534,,China,3/29/2020,Residential,2.71335,1.83916
India,3/29/2020,Power,3.75704,3.75176,,India,3/29/2020,Industry,1.9289,2.06702,,India,3/29/2020,Domestic Aviation,0.000172961,0.0157681,,India,3/29/2020,International Aviation,0.00165365,0.014114,,India,3/29/2020,Ground Transport,0.119223,0.737032,,India,3/29/2020,Residential,0.360684,0.338482
Russia,3/29/2020,Power,1.93651,2.17426,,Russia,3/29/2020,Industry,0.649212,0.735349,,Russia,3/29/2020,Domestic Aviation,0.0372103,0.041488,,Russia,3/29/2020,International Aviation,0.00820497,0.011847,,Russia,3/29/2020,Ground Transport,0.315864,0.691676,,Russia,3/29/2020,Residential,0.455179,0.583193
Brazil,3/30/2020,Power,0.133695,0.252374,,Brazil,3/30/2020,Industry,0.279907,0.382515,,Brazil,3/30/2020,Domestic Aviation,0.00386047,0.0145508,,Brazil,3/30/2020,International Aviation,0.00347854,0.0067574,,Brazil,3/30/2020,Ground Transport,0.308441,0.453954,,Brazil,3/30/2020,Residential,0.0984519,0.0984519
China,3/30/2020,Power,10.9654,13.704,,China,3/30/2020,Industry,10.1653,12.0582,,China,3/30/2020,Domestic Aviation,0.0659081,0.201176,,China,3/30/2020,International Aviation,0.0153892,0.032075,,China,3/30/2020,Ground Transport,2.23468,2.47863,,China,3/30/2020,Residential,2.47343,1.93196
India,3/30/2020,Power,3.64755,3.92529,,India,3/30/2020,Industry,1.87269,2.16263,,India,3/30/2020,Domestic Aviation,0.000145744,0.0167617,,India,3/30/2020,International Aviation,0.00115148,0.0171164,,India,3/30/2020,Ground Transport,0.28019,0.80077,,India,3/30/2020,Residential,0.351827,0.338765
Russia,3/30/2020,Power,1.98494,2.16276,,Russia,3/30/2020,Industry,0.665447,0.731461,,Russia,3/30/2020,Domestic Aviation,0.0349574,0.043931,,Russia,3/30/2020,International Aviation,0.00666636,0.0122908,,Russia,3/30/2020,Ground Transport,0.507013,0.689564,,Russia,3/30/2020,Residential,0.513665,0.563609
Brazil,3/31/2020,Power,0.118673,0.2565,,Brazil,3/31/2020,Industry,0.248458,0.360136,,Brazil,3/31/2020,Domestic Aviation,0.00410909,0.0152908,,Brazil,3/31/2020,International Aviation,0.00357978,0.00651038,,Brazil,3/31/2020,Ground Transport,0.337138,0.465639,,Brazil,3/31/2020,Residential,0.0984519,0.101734
China,3/31/2020,Power,11.4826,14.1341,,China,3/31/2020,Industry,10.6448,14.6509,,China,3/31/2020,Domestic Aviation,0.0755873,0.198052,,China,3/31/2020,International Aviation,0.0183986,0.0296488,,China,3/31/2020,Ground Transport,2.1876,2.46695,,China,3/31/2020,Residential,2.37739,2.05971
India,3/31/2020,Power,3.76349,3.92238,,India,3/31/2020,Industry,1.93221,1.94991,,India,3/31/2020,Domestic Aviation,0.000347902,0.0164272,,India,3/31/2020,International Aviation,0.00194022,0.0171712,,India,3/31/2020,Ground Transport,0.29216,0.813937,,India,3/31/2020,Residential,0.351337,0.350427
Russia,3/31/2020,Power,1.96772,2.15976,,Russia,3/31/2020,Industry,0.659673,0.840118,,Russia,3/31/2020,Domestic Aviation,0.0319717,0.0436233,,Russia,3/31/2020,International Aviation,0.00453267,0.0131893,,Russia,3/31/2020,Ground Transport,0.516463,0.690722,,Russia,3/31/2020,Residential,0.55665,0.534677
Brazil,4/1/2020,Power,0.150214,0.177929,,Brazil,4/1/2020,Industry,0.318005,0.249819,,Brazil,4/1/2020,Domestic Aviation,0.00384331,0.0125058,,Brazil,4/1/2020,International Aviation,0.00353935,0.00613819,,Brazil,4/1/2020,Ground Transport,0.345955,0.3071,,Brazil,4/1/2020,Residential,0.101734,0.101734
China,4/1/2020,Power,11.7001,14.054,,China,4/1/2020,Industry,12.4643,14.568,,China,4/1/2020,Domestic Aviation,0.070458,0.210571,,China,4/1/2020,International Aviation,0.0224314,0.0331897,,China,4/1/2020,Ground Transport,2.15972,2.50627,,China,4/1/2020,Residential,2.43776,2.18674
India,4/1/2020,Power,3.8414,3.98636,,India,4/1/2020,Industry,0.770542,1.98171,,India,4/1/2020,Domestic Aviation,0.000179442,0.0169101,,India,4/1/2020,International Aviation,0.00205954,0.0190065,,India,4/1/2020,Ground Transport,0.258724,0.791906,,India,4/1/2020,Residential,0.360506,0.360999
Russia,4/1/2020,Power,1.96705,2.16372,,Russia,4/1/2020,Industry,0.723465,0.841657,,Russia,4/1/2020,Domestic Aviation,0.0251074,0.0449827,,Russia,4/1/2020,International Aviation,0.00530954,0.015109,,Russia,4/1/2020,Ground Transport,0.464872,0.69181,,Russia,4/1/2020,Residential,0.58453,0.536325
Brazil,4/2/2020,Power,0.151881,0.175997,,Brazil,4/2/2020,Industry,0.321535,0.247107,,Brazil,4/2/2020,Domestic Aviation,0.00391662,0.00890529,,Brazil,4/2/2020,International Aviation,0.0019639,0.00668607,,Brazil,4/2/2020,Ground Transport,0.348111,0.363185,,Brazil,4/2/2020,Residential,0.101734,0.101734
China,4/2/2020,Power,12.1666,13.9127,,China,4/2/2020,Industry,12.9612,14.4215,,China,4/2/2020,Domestic Aviation,0.0701735,0.204038,,China,4/2/2020,International Aviation,0.0211978,0.0302624,,China,4/2/2020,Ground Transport,2.2103,2.46833,,China,4/2/2020,Residential,2.41358,2.39904
India,4/2/2020,Power,3.90871,4.03181,,India,4/2/2020,Industry,0.784043,2.00431,,India,4/2/2020,Domestic Aviation,0.000153861,0.0164221,,India,4/2/2020,International Aviation,0.00224776,0.0169334,,India,4/2/2020,Ground Transport,0.212895,0.815184,,India,4/2/2020,Residential,0.379141,0.35906
Russia,4/2/2020,Power,1.96452,2.09779,,Russia,4/2/2020,Industry,0.722538,0.816011,,Russia,4/2/2020,Domestic Aviation,0.0212498,0.0443879,,Russia,4/2/2020,International Aviation,0.00560442,0.0141643,,Russia,4/2/2020,Ground Transport,0.457801,0.644891,,Russia,4/2/2020,Residential,0.555483,0.547289
Brazil,4/3/2020,Power,0.151417,0.172875,,Brazil,4/3/2020,Industry,0.320553,0.242724,,Brazil,4/3/2020,Domestic Aviation,0.00406179,0.0110543,,Brazil,4/3/2020,International Aviation,0.00253471,0.00785482,,Brazil,4/3/2020,Ground Transport,0.36173,0.244708,,Brazil,4/3/2020,Residential,0.101734,0.101734
China,4/3/2020,Power,11.8032,13.9313,,China,4/3/2020,Industry,12.574,14.4408,,China,4/3/2020,Domestic Aviation,0.0780337,0.185706,,China,4/3/2020,International Aviation,0.0225009,0.0327949,,China,4/3/2020,Ground Transport,2.32255,2.49411,,China,4/3/2020,Residential,2.30697,2.3178
India,4/3/2020,Power,3.95727,3.93875,,India,4/3/2020,Industry,0.793783,1.95805,,India,4/3/2020,Domestic Aviation,0.000291382,0.016362,,India,4/3/2020,International Aviation,0.0017454,0.0189192,,India,4/3/2020,Ground Transport,0.24732,0.742387,,India,4/3/2020,Residential,0.36575,0.344328
Russia,4/3/2020,Power,1.96323,2.04156,,Russia,4/3/2020,Industry,0.722063,0.794139,,Russia,4/3/2020,Domestic Aviation,0.0207747,0.0434832,,Russia,4/3/2020,International Aviation,0.00531277,0.0146106,,Russia,4/3/2020,Ground Transport,0.480293,0.543785,,Russia,4/3/2020,Residential,0.496638,0.545598
Brazil,4/4/2020,Power,0.142803,0.229206,,Brazil,4/4/2020,Industry,0.302315,0.321814,,Brazil,4/4/2020,Domestic Aviation,0.0024878,0.0151113,,Brazil,4/4/2020,International Aviation,0.00153446,0.00637358,,Brazil,4/4/2020,Ground Transport,0.25164,0.456496,,Brazil,4/4/2020,Residential,0.101734,0.101734
China,4/4/2020,Power,11.1821,13.8006,,China,4/4/2020,Industry,11.9124,14.3053,,China,4/4/2020,Domestic Aviation,0.0539011,0.211825,,China,4/4/2020,International Aviation,0.0232069,0.0271939,,China,4/4/2020,Ground Transport,1.39245,2.51341,,China,4/4/2020,Residential,2.37413,2.19976
India,4/4/2020,Power,3.86703,4.05191,,India,4/4/2020,Industry,0.775682,2.0143,,India,4/4/2020,Domestic Aviation,0.000201399,0.0167041,,India,4/4/2020,International Aviation,0.00214381,0.0153139,,India,4/4/2020,Ground Transport,0.173215,0.827079,,India,4/4/2020,Residential,0.353856,0.340427
Russia,4/4/2020,Power,1.96425,2.16359,,Russia,4/4/2020,Industry,0.722436,0.841609,,Russia,4/4/2020,Domestic Aviation,0.0176284,0.0434994,,Russia,4/4/2020,International Aviation,0.00454627,0.0133329,,Russia,4/4/2020,Ground Transport,0.30856,0.687514,,Russia,4/4/2020,Residential,0.498721,0.519486
Brazil,4/5/2020,Power,0.138223,0.244358,,Brazil,4/5/2020,Industry,0.292621,0.343088,,Brazil,4/5/2020,Domestic Aviation,0.0025807,0.0136738,,Brazil,4/5/2020,International Aviation,0.00185131,0.00706866,,Brazil,4/5/2020,Ground Transport,0.100804,0.468989,,Brazil,4/5/2020,Residential,0.101734,0.101734
China,4/5/2020,Power,10.9543,13.9874,,China,4/5/2020,Industry,11.6697,14.4989,,China,4/5/2020,Domestic Aviation,0.0606628,0.209202,,China,4/5/2020,International Aviation,0.0238762,0.0292558,,China,4/5/2020,Ground Transport,1.393,2.51848,,China,4/5/2020,Residential,2.31513,2.07512
India,4/5/2020,Power,3.88605,4.04036,,India,4/5/2020,Industry,0.779498,2.00856,,India,4/5/2020,Domestic Aviation,9.11E-05,0.0157582,,India,4/5/2020,International Aviation,0.00319877,0.0135883,,India,4/5/2020,Ground Transport,0.11689,0.818645,,India,4/5/2020,Residential,0.356039,0.350968
Russia,4/5/2020,Power,1.95149,2.14484,,Russia,4/5/2020,Industry,0.717744,0.834315,,Russia,4/5/2020,Domestic Aviation,0.0167042,0.0428785,,Russia,4/5/2020,International Aviation,0.00485481,0.0119103,,Russia,4/5/2020,Ground Transport,0.245953,0.68928,,Russia,4/5/2020,Residential,0.53717,0.507063
Brazil,4/6/2020,Power,0.1178,0.244253,,Brazil,4/6/2020,Industry,0.249384,0.342941,,Brazil,4/6/2020,Domestic Aviation,0.00361865,0.0135607,,Brazil,4/6/2020,International Aviation,0.00216282,0.00663599,,Brazil,4/6/2020,Ground Transport,0.326103,0.468655,,Brazil,4/6/2020,Residential,0.101734,0.101734
China,4/6/2020,Power,11.1903,14.022,,China,4/6/2020,Industry,11.9211,14.5348,,China,4/6/2020,Domestic Aviation,0.0784826,0.208083,,China,4/6/2020,International Aviation,0.0189638,0.0339955,,China,4/6/2020,Ground Transport,1.57449,2.48079,,China,4/6/2020,Residential,2.14849,2.17814
India,4/6/2020,Power,3.73504,4.10657,,India,4/6/2020,Industry,0.749208,2.04147,,India,4/6/2020,Domestic Aviation,0.000192953,0.0160415,,India,4/6/2020,International Aviation,0.00203277,0.0177268,,India,4/6/2020,Ground Transport,0.20653,0.822162,,India,4/6/2020,Residential,0.354181,0.353418
Russia,4/6/2020,Power,1.99751,2.15011,,Russia,4/6/2020,Industry,0.734671,0.836362,,Russia,4/6/2020,Domestic Aviation,0.0136255,0.0426009,,Russia,4/6/2020,International Aviation,0.00531895,0.0134919,,Russia,4/6/2020,Ground Transport,0.501872,0.687667,,Russia,4/6/2020,Residential,0.573356,0.484135
Brazil,4/7/2020,Power,0.0992479,0.24452,,Brazil,4/7/2020,Industry,0.210109,0.343315,,Brazil,4/7/2020,Domestic Aviation,0.00338817,0.013745,,Brazil,4/7/2020,International Aviation,0.00157593,0.00631978,,Brazil,4/7/2020,Ground Transport,0.365985,0.47209,,Brazil,4/7/2020,Residential,0.101734,0.101734
China,4/7/2020,Power,11.5266,13.862,,China,4/7/2020,Industry,12.2793,14.3689,,China,4/7/2020,Domestic Aviation,0.0742589,0.204287,,China,4/7/2020,International Aviation,0.021447,0.0314554,,China,4/7/2020,Ground Transport,2.25122,2.49647,,China,4/7/2020,Residential,2.05204,2.1298
India,4/7/2020,Power,3.91255,4.17831,,India,4/7/2020,Industry,0.784814,2.07714,,India,4/7/2020,Domestic Aviation,0.000255984,0.015756,,India,4/7/2020,International Aviation,0.00140584,0.0177952,,India,4/7/2020,Ground Transport,0.311336,0.813617,,India,4/7/2020,Residential,0.367834,0.35408
Russia,4/7/2020,Power,1.98323,2.18293,,Russia,4/7/2020,Industry,0.729417,0.84913,,Russia,4/7/2020,Domestic Aviation,0.0112796,0.0427693,,Russia,4/7/2020,International Aviation,0.00478694,0.0128164,,Russia,4/7/2020,Ground Transport,0.526137,0.691201,,Russia,4/7/2020,Residential,0.539869,0.508164
Brazil,4/8/2020,Power,0.110876,0.246677,,Brazil,4/8/2020,Industry,0.234727,0.346344,,Brazil,4/8/2020,Domestic Aviation,0.00357056,0.0142271,,Brazil,4/8/2020,International Aviation,0.00198374,0.00683683,,Brazil,4/8/2020,Ground Transport,0.372735,0.477753,,Brazil,4/8/2020,Residential,0.101734,0.101734
China,4/8/2020,Power,11.9551,13.1978,,China,4/8/2020,Industry,12.7358,13.6805,,China,4/8/2020,Domestic Aviation,0.0786092,0.209523,,China,4/8/2020,International Aviation,0.0270699,0.0317589,,China,4/8/2020,Ground Transport,2.26216,2.50715,,China,4/8/2020,Residential,1.97938,2.01997
India,4/8/2020,Power,3.9135,4.13929,,India,4/8/2020,Industry,0.785004,2.05774,,India,4/8/2020,Domestic Aviation,0.000225507,0.0167387,,India,4/8/2020,International Aviation,0.00266495,0.0193571,,India,4/8/2020,Ground Transport,0.289646,0.816221,,India,4/8/2020,Residential,0.358066,0.349672
Russia,4/8/2020,Power,1.98225,2.19775,,Russia,4/8/2020,Industry,0.729058,0.854895,,Russia,4/8/2020,Domestic Aviation,0.0111258,0.046303,,Russia,4/8/2020,International Aviation,0.0048587,0.0144583,,Russia,4/8/2020,Ground Transport,0.520965,0.693786,,Russia,4/8/2020,Residential,0.48547,0.516918
Brazil,4/9/2020,Power,0.116822,0.243158,,Brazil,4/9/2020,Industry,0.247315,0.341403,,Brazil,4/9/2020,Domestic Aviation,0.00380699,0.01259,,Brazil,4/9/2020,International Aviation,0.00175099,0.00691403,,Brazil,4/9/2020,Ground Transport,0.382359,0.419777,,Brazil,4/9/2020,Residential,0.101734,0.101734
China,4/9/2020,Power,12.0527,13.2272,,China,4/9/2020,Industry,12.8399,13.7109,,China,4/9/2020,Domestic Aviation,0.0722841,0.204972,,China,4/9/2020,International Aviation,0.024295,0.031286,,China,4/9/2020,Ground Transport,2.2443,2.48919,,China,4/9/2020,Residential,2.11564,1.88054
India,4/9/2020,Power,3.91849,4.10189,,India,4/9/2020,Industry,0.786005,2.03915,,India,4/9/2020,Domestic Aviation,0.000415359,0.0163575,,India,4/9/2020,International Aviation,0.00266349,0.0169566,,India,4/9/2020,Ground Transport,0.302253,0.795141,,India,4/9/2020,Residential,0.34698,0.34363
Russia,4/9/2020,Power,1.97549,2.1772,,Russia,4/9/2020,Industry,0.726571,0.846901,,Russia,4/9/2020,Domestic Aviation,0.0111664,0.0435622,,Russia,4/9/2020,International Aviation,0.00527784,0.014729,,Russia,4/9/2020,Ground Transport,0.527151,0.653171,,Russia,4/9/2020,Residential,0.436118,0.476595
Brazil,4/10/2020,Power,0.12031,0.213935,,Brazil,4/10/2020,Industry,0.254698,0.300374,,Brazil,4/10/2020,Domestic Aviation,0.00348909,0.011531,,Brazil,4/10/2020,International Aviation,0.00240865,0.00732953,,Brazil,4/10/2020,Ground Transport,0.13582,0.261958,,Brazil,4/10/2020,Residential,0.101734,0.101734
China,4/10/2020,Power,11.7029,13.0645,,China,4/10/2020,Industry,12.4671,13.5422,,China,4/10/2020,Domestic Aviation,0.0854686,0.208985,,China,4/10/2020,International Aviation,0.0272721,0.0330582,,China,4/10/2020,Ground Transport,2.3078,2.48445,,China,4/10/2020,Residential,2.29663,1.93834
India,4/10/2020,Power,3.87466,3.98106,,India,4/10/2020,Industry,0.777212,1.97908,,India,4/10/2020,Domestic Aviation,0.00033472,0.0157793,,India,4/10/2020,International Aviation,0.00245938,0.0189608,,India,4/10/2020,Ground Transport,0.262528,0.710142,,India,4/10/2020,Residential,0.344361,0.343992
Russia,4/10/2020,Power,1.95028,2.094,,Russia,4/10/2020,Industry,0.7173,0.814536,,Russia,4/10/2020,Domestic Aviation,0.0129457,0.0432573,,Russia,4/10/2020,International Aviation,0.00564515,0.0155892,,Russia,4/10/2020,Ground Transport,0.564347,0.58534,,Russia,4/10/2020,Residential,0.452614,0.426543
