country,date,sector,value,,,country,date,sector,value,,,,country,date,sector,value,,,,country,date,sector,value,,,,country,date,sector,value,,,,country,date,sector,value,,
Brazil,4/4/2020,Power,0.142803,,,Brazil,4/4/2020,Industry,0.302315,,,,Brazil,4/4/2020,Domestic Aviation,0.0024878,,,,Brazil,4/4/2020,International Aviation,0.00153446,,,,Brazil,4/4/2020,Ground Transport,0.25164,,,,Brazil,4/4/2020,Residential,0.101734,,
China,4/4/2020,Power,11.1821,,,China,4/4/2020,Industry,11.9124,,,,China,4/4/2020,Domestic Aviation,0.0539011,,,,China,4/4/2020,International Aviation,0.0232069,,,,China,4/4/2020,Ground Transport,1.39245,,,,China,4/4/2020,Residential,2.37413,,
EU27 & UK,4/4/2020,Power,1.59777,,,EU27 & UK,4/4/2020,Industry,1.23386,,,,EU27 & UK,4/4/2020,Domestic Aviation,0.00286328,,,,EU27 & UK,4/4/2020,International Aviation,0.0546651,,,,EU27 & UK,4/4/2020,Ground Transport,1.319,,,,EU27 & UK,4/4/2020,Residential,2.11909,,
India,4/4/2020,Power,3.86703,,,India,4/4/2020,Industry,0.775682,,,,India,4/4/2020,Domestic Aviation,0.000201399,,,,India,4/4/2020,International Aviation,0.00214381,,,,India,4/4/2020,Ground Transport,0.173215,,,,India,4/4/2020,Residential,0.353856,,
ROW,4/4/2020,Power,8.4028,,,ROW,4/4/2020,Industry,7.7104,,,,ROW,4/4/2020,Domestic Aviation,0.0348838,,,,ROW,4/4/2020,International Aviation,0.115437,,,,ROW,4/4/2020,Ground Transport,2.74158,,,,ROW,4/4/2020,Residential,2.7554,,
Russia,4/4/2020,Power,1.96425,,,Russia,4/4/2020,Industry,0.722436,,,,Russia,4/4/2020,Domestic Aviation,0.0176284,,,,Russia,4/4/2020,International Aviation,0.00454627,,,,Russia,4/4/2020,Ground Transport,0.30856,,,,Russia,4/4/2020,Residential,0.498721,,
United States,4/4/2020,Power,2.96033,,,United States,4/4/2020,Industry,2.52874,,,,United States,4/4/2020,Domestic Aviation,0.209304,,,,United States,4/4/2020,International Aviation,0.0557705,,,,United States,4/4/2020,Ground Transport,2.7258,,,,United States,4/4/2020,Residential,1.67289,,
WORLD,4/4/2020,Power,31.1332,,,WORLD,4/4/2020,Industry,25.7433,,,,WORLD,4/4/2020,Domestic Aviation,0.342646,,,,WORLD,4/4/2020,International Aviation,0.267877,,,,WORLD,4/4/2020,Ground Transport,9.32255,,,,WORLD,4/4/2020,Residential,10.1777,,
Brazil,4/5/2020,Power,0.138223,,,Brazil,4/5/2020,Industry,0.292621,,,,Brazil,4/5/2020,Domestic Aviation,0.0025807,,,,Brazil,4/5/2020,International Aviation,0.00185131,,,,Brazil,4/5/2020,Ground Transport,0.100804,,,,Brazil,4/5/2020,Residential,0.101734,,
China,4/5/2020,Power,10.9543,,,China,4/5/2020,Industry,11.6697,,,,China,4/5/2020,Domestic Aviation,0.0606628,,,,China,4/5/2020,International Aviation,0.0238762,,,,China,4/5/2020,Ground Transport,1.393,,,,China,4/5/2020,Residential,2.31513,,
EU27 & UK,4/5/2020,Power,1.24575,,,EU27 & UK,4/5/2020,Industry,0.962016,,,,EU27 & UK,4/5/2020,Domestic Aviation,0.00368215,,,,EU27 & UK,4/5/2020,International Aviation,0.054046,,,,EU27 & UK,4/5/2020,Ground Transport,0.940572,,,,EU27 & UK,4/5/2020,Residential,1.71263,,
India,4/5/2020,Power,3.88605,,,India,4/5/2020,Industry,0.779498,,,,India,4/5/2020,Domestic Aviation,9.11E-05,,,,India,4/5/2020,International Aviation,0.00319877,,,,India,4/5/2020,Ground Transport,0.11689,,,,India,4/5/2020,Residential,0.356039,,
ROW,4/5/2020,Power,7.95287,,,ROW,4/5/2020,Industry,7.5613,,,,ROW,4/5/2020,Domestic Aviation,0.0357717,,,,ROW,4/5/2020,International Aviation,0.112523,,,,ROW,4/5/2020,Ground Transport,2.06955,,,,ROW,4/5/2020,Residential,2.71574,,
Russia,4/5/2020,Power,1.95149,,,Russia,4/5/2020,Industry,0.717744,,,,Russia,4/5/2020,Domestic Aviation,0.0167042,,,,Russia,4/5/2020,International Aviation,0.00485481,,,,Russia,4/5/2020,Ground Transport,0.245953,,,,Russia,4/5/2020,Residential,0.53717,,
United States,4/5/2020,Power,2.74918,,,United States,4/5/2020,Industry,2.36153,,,,United States,4/5/2020,Domestic Aviation,0.190889,,,,United States,4/5/2020,International Aviation,0.0586041,,,,United States,4/5/2020,Ground Transport,2.53533,,,,United States,4/5/2020,Residential,1.51506,,
WORLD,4/5/2020,Power,29.9445,,,WORLD,4/5/2020,Industry,24.9297,,,,WORLD,4/5/2020,Domestic Aviation,0.332142,,,,WORLD,4/5/2020,International Aviation,0.269718,,,,WORLD,4/5/2020,Ground Transport,7.68919,,,,WORLD,4/5/2020,Residential,9.72927,,
Brazil,4/6/2020,Power,0.1178,,,Brazil,4/6/2020,Industry,0.249384,,,,Brazil,4/6/2020,Domestic Aviation,0.00361865,,,,Brazil,4/6/2020,International Aviation,0.00216282,,,,Brazil,4/6/2020,Ground Transport,0.326103,,,,Brazil,4/6/2020,Residential,0.101734,,
China,4/6/2020,Power,11.1903,,,China,4/6/2020,Industry,11.9211,,,,China,4/6/2020,Domestic Aviation,0.0784826,,,,China,4/6/2020,International Aviation,0.0189638,,,,China,4/6/2020,Ground Transport,1.57449,,,,China,4/6/2020,Residential,2.14849,,
EU27 & UK,4/6/2020,Power,1.52227,,,EU27 & UK,4/6/2020,Industry,1.17555,,,,EU27 & UK,4/6/2020,Domestic Aviation,0.00443355,,,,EU27 & UK,4/6/2020,International Aviation,0.0573967,,,,EU27 & UK,4/6/2020,Ground Transport,1.73861,,,,EU27 & UK,4/6/2020,Residential,1.51447,,
India,4/6/2020,Power,3.73504,,,India,4/6/2020,Industry,0.749208,,,,India,4/6/2020,Domestic Aviation,0.000192953,,,,India,4/6/2020,International Aviation,0.00203277,,,,India,4/6/2020,Ground Transport,0.20653,,,,India,4/6/2020,Residential,0.354181,,
ROW,4/6/2020,Power,8.50764,,,ROW,4/6/2020,Industry,7.87739,,,,ROW,4/6/2020,Domestic Aviation,0.04171,,,,ROW,4/6/2020,International Aviation,0.0978,,,,ROW,4/6/2020,Ground Transport,3.51937,,,,ROW,4/6/2020,Residential,2.59533,,
Russia,4/6/2020,Power,1.99751,,,Russia,4/6/2020,Industry,0.734671,,,,Russia,4/6/2020,Domestic Aviation,0.0136255,,,,Russia,4/6/2020,International Aviation,0.00531895,,,,Russia,4/6/2020,Ground Transport,0.501872,,,,Russia,4/6/2020,Residential,0.573356,,
United States,4/6/2020,Power,2.84812,,,United States,4/6/2020,Industry,2.38301,,,,United States,4/6/2020,Domestic Aviation,0.188948,,,,United States,4/6/2020,International Aviation,0.0581325,,,,United States,4/6/2020,Ground Transport,3.17462,,,,United States,4/6/2020,Residential,1.31372,,
WORLD,4/6/2020,Power,31.1239,,,WORLD,4/6/2020,Industry,25.7516,,,,WORLD,4/6/2020,Domestic Aviation,0.351035,,,,WORLD,4/6/2020,International Aviation,0.250553,,,,WORLD,4/6/2020,Ground Transport,11.4932,,,,WORLD,4/6/2020,Residential,9.01797,,
Brazil,4/7/2020,Power,0.0992479,,,Brazil,4/7/2020,Industry,0.210109,,,,Brazil,4/7/2020,Domestic Aviation,0.00338817,,,,Brazil,4/7/2020,International Aviation,0.00157593,,,,Brazil,4/7/2020,Ground Transport,0.365985,,,,Brazil,4/7/2020,Residential,0.101734,,
China,4/7/2020,Power,11.5266,,,China,4/7/2020,Industry,12.2793,,,,China,4/7/2020,Domestic Aviation,0.0742589,,,,China,4/7/2020,International Aviation,0.021447,,,,China,4/7/2020,Ground Transport,2.25122,,,,China,4/7/2020,Residential,2.05204,,
EU27 & UK,4/7/2020,Power,1.77991,,,EU27 & UK,4/7/2020,Industry,1.37451,,,,EU27 & UK,4/7/2020,Domestic Aviation,0.00483794,,,,EU27 & UK,4/7/2020,International Aviation,0.0554771,,,,EU27 & UK,4/7/2020,Ground Transport,1.80394,,,,EU27 & UK,4/7/2020,Residential,1.49142,,
India,4/7/2020,Power,3.91255,,,India,4/7/2020,Industry,0.784814,,,,India,4/7/2020,Domestic Aviation,0.000255984,,,,India,4/7/2020,International Aviation,0.00140584,,,,India,4/7/2020,Ground Transport,0.311336,,,,India,4/7/2020,Residential,0.367834,,
ROW,4/7/2020,Power,8.69978,,,ROW,4/7/2020,Industry,7.84906,,,,ROW,4/7/2020,Domestic Aviation,0.0411903,,,,ROW,4/7/2020,International Aviation,0.109922,,,,ROW,4/7/2020,Ground Transport,3.88438,,,,ROW,4/7/2020,Residential,2.91468,,
Russia,4/7/2020,Power,1.98323,,,Russia,4/7/2020,Industry,0.729417,,,,Russia,4/7/2020,Domestic Aviation,0.0112796,,,,Russia,4/7/2020,International Aviation,0.00478694,,,,Russia,4/7/2020,Ground Transport,0.526137,,,,Russia,4/7/2020,Residential,0.539869,,
United States,4/7/2020,Power,3.02832,,,United States,4/7/2020,Industry,2.50551,,,,United States,4/7/2020,Domestic Aviation,0.218088,,,,United States,4/7/2020,International Aviation,0.0570384,,,,United States,4/7/2020,Ground Transport,3.21355,,,,United States,4/7/2020,Residential,1.06524,,
WORLD,4/7/2020,Power,32.2724,,,WORLD,4/7/2020,Industry,26.4147,,,,WORLD,4/7/2020,Domestic Aviation,0.372887,,,,WORLD,4/7/2020,International Aviation,0.262528,,,,WORLD,4/7/2020,Ground Transport,12.8009,,,,WORLD,4/7/2020,Residential,8.90237,,
Brazil,4/8/2020,Power,0.110876,,,Brazil,4/8/2020,Industry,0.234727,,,,Brazil,4/8/2020,Domestic Aviation,0.00357056,,,,Brazil,4/8/2020,International Aviation,0.00198374,,,,Brazil,4/8/2020,Ground Transport,0.372735,,,,Brazil,4/8/2020,Residential,0.101734,,
China,4/8/2020,Power,11.9551,,,China,4/8/2020,Industry,12.7358,,,,China,4/8/2020,Domestic Aviation,0.0786092,,,,China,4/8/2020,International Aviation,0.0270699,,,,China,4/8/2020,Ground Transport,2.26216,,,,China,4/8/2020,Residential,1.97938,,
EU27 & UK,4/8/2020,Power,1.87875,,,EU27 & UK,4/8/2020,Industry,1.45084,,,,EU27 & UK,4/8/2020,Domestic Aviation,0.00501378,,,,EU27 & UK,4/8/2020,International Aviation,0.0555951,,,,EU27 & UK,4/8/2020,Ground Transport,1.80989,,,,EU27 & UK,4/8/2020,Residential,1.3567,,
India,4/8/2020,Power,3.9135,,,India,4/8/2020,Industry,0.785004,,,,India,4/8/2020,Domestic Aviation,0.000225507,,,,India,4/8/2020,International Aviation,0.00266495,,,,India,4/8/2020,Ground Transport,0.289646,,,,India,4/8/2020,Residential,0.358066,,
ROW,4/8/2020,Power,8.77947,,,ROW,4/8/2020,Industry,7.90308,,,,ROW,4/8/2020,Domestic Aviation,0.0424854,,,,ROW,4/8/2020,International Aviation,0.118494,,,,ROW,4/8/2020,Ground Transport,3.88438,,,,ROW,4/8/2020,Residential,3.31227,,
Russia,4/8/2020,Power,1.98225,,,Russia,4/8/2020,Industry,0.729058,,,,Russia,4/8/2020,Domestic Aviation,0.0111258,,,,Russia,4/8/2020,International Aviation,0.0048587,,,,Russia,4/8/2020,Ground Transport,0.520965,,,,Russia,4/8/2020,Residential,0.48547,,
United States,4/8/2020,Power,3.17132,,,United States,4/8/2020,Industry,2.51076,,,,United States,4/8/2020,Domestic Aviation,0.216417,,,,United States,4/8/2020,International Aviation,0.057169,,,,United States,4/8/2020,Ground Transport,3.24884,,,,United States,4/8/2020,Residential,1.03412,,
WORLD,4/8/2020,Power,32.9997,,,WORLD,4/8/2020,Industry,27.0124,,,,WORLD,4/8/2020,Domestic Aviation,0.375527,,,,WORLD,4/8/2020,International Aviation,0.279818,,,,WORLD,4/8/2020,Ground Transport,12.8187,,,,WORLD,4/8/2020,Residential,8.94579,,
Brazil,4/9/2020,Power,0.116822,,,Brazil,4/9/2020,Industry,0.247315,,,,Brazil,4/9/2020,Domestic Aviation,0.00380699,,,,Brazil,4/9/2020,International Aviation,0.00175099,,,,Brazil,4/9/2020,Ground Transport,0.382359,,,,Brazil,4/9/2020,Residential,0.101734,,
China,4/9/2020,Power,12.0527,,,China,4/9/2020,Industry,12.8399,,,,China,4/9/2020,Domestic Aviation,0.0722841,,,,China,4/9/2020,International Aviation,0.024295,,,,China,4/9/2020,Ground Transport,2.2443,,,,China,4/9/2020,Residential,2.11564,,
EU27 & UK,4/9/2020,Power,1.78734,,,EU27 & UK,4/9/2020,Industry,1.38025,,,,EU27 & UK,4/9/2020,Domestic Aviation,0.00481828,,,,EU27 & UK,4/9/2020,International Aviation,0.0630742,,,,EU27 & UK,4/9/2020,Ground Transport,1.8189,,,,EU27 & UK,4/9/2020,Residential,1.38709,,
India,4/9/2020,Power,3.91849,,,India,4/9/2020,Industry,0.786005,,,,India,4/9/2020,Domestic Aviation,0.000415359,,,,India,4/9/2020,International Aviation,0.00266349,,,,India,4/9/2020,Ground Transport,0.302253,,,,India,4/9/2020,Residential,0.34698,,
ROW,4/9/2020,Power,8.7858,,,ROW,4/9/2020,Industry,8.1018,,,,ROW,4/9/2020,Domestic Aviation,0.0401116,,,,ROW,4/9/2020,International Aviation,0.118589,,,,ROW,4/9/2020,Ground Transport,3.94348,,,,ROW,4/9/2020,Residential,3.24705,,
Russia,4/9/2020,Power,1.97549,,,Russia,4/9/2020,Industry,0.726571,,,,Russia,4/9/2020,Domestic Aviation,0.0111664,,,,Russia,4/9/2020,International Aviation,0.00527784,,,,Russia,4/9/2020,Ground Transport,0.527151,,,,Russia,4/9/2020,Residential,0.436118,,
United States,4/9/2020,Power,3.0344,,,United States,4/9/2020,Industry,2.43689,,,,United States,4/9/2020,Domestic Aviation,0.215535,,,,United States,4/9/2020,International Aviation,0.0571334,,,,United States,4/9/2020,Ground Transport,3.26173,,,,United States,4/9/2020,Residential,1.40656,,
WORLD,4/9/2020,Power,32.8704,,,WORLD,4/9/2020,Industry,27.1767,,,,WORLD,4/9/2020,Domestic Aviation,0.365135,,,,WORLD,4/9/2020,International Aviation,0.284091,,,,WORLD,4/9/2020,Ground Transport,12.9175,,,,WORLD,4/9/2020,Residential,9.42053,,
Brazil,4/10/2020,Power,0.12031,,,Brazil,4/10/2020,Industry,0.254698,,,,Brazil,4/10/2020,Domestic Aviation,0.00348909,,,,Brazil,4/10/2020,International Aviation,0.00240865,,,,Brazil,4/10/2020,Ground Transport,0.13582,,,,Brazil,4/10/2020,Residential,0.101734,,
China,4/10/2020,Power,11.7029,,,China,4/10/2020,Industry,12.4671,,,,China,4/10/2020,Domestic Aviation,0.0854686,,,,China,4/10/2020,International Aviation,0.0272721,,,,China,4/10/2020,Ground Transport,2.3078,,,,China,4/10/2020,Residential,2.29663,,
EU27 & UK,4/10/2020,Power,1.57476,,,EU27 & UK,4/10/2020,Industry,1.21608,,,,EU27 & UK,4/10/2020,Domestic Aviation,0.00367857,,,,EU27 & UK,4/10/2020,International Aviation,0.0589284,,,,EU27 & UK,4/10/2020,Ground Transport,1.4166,,,,EU27 & UK,4/10/2020,Residential,1.47191,,
India,4/10/2020,Power,3.87466,,,India,4/10/2020,Industry,0.777212,,,,India,4/10/2020,Domestic Aviation,0.00033472,,,,India,4/10/2020,International Aviation,0.00245938,,,,India,4/10/2020,Ground Transport,0.262528,,,,India,4/10/2020,Residential,0.344361,,
ROW,4/10/2020,Power,8.34741,,,ROW,4/10/2020,Industry,7.40238,,,,ROW,4/10/2020,Domestic Aviation,0.032578,,,,ROW,4/10/2020,International Aviation,0.118239,,,,ROW,4/10/2020,Ground Transport,3.07145,,,,ROW,4/10/2020,Residential,2.97965,,
Russia,4/10/2020,Power,1.95028,,,Russia,4/10/2020,Industry,0.7173,,,,Russia,4/10/2020,Domestic Aviation,0.0129457,,,,Russia,4/10/2020,International Aviation,0.00564515,,,,Russia,4/10/2020,Ground Transport,0.564347,,,,Russia,4/10/2020,Residential,0.452614,,
United States,4/10/2020,Power,2.77022,,,United States,4/10/2020,Industry,2.36094,,,,United States,4/10/2020,Domestic Aviation,0.206811,,,,United States,4/10/2020,International Aviation,0.0590585,,,,United States,4/10/2020,Ground Transport,3.22985,,,,United States,4/10/2020,Residential,1.80498,,
WORLD,4/10/2020,Power,31.5525,,,WORLD,4/10/2020,Industry,25.8608,,,,WORLD,4/10/2020,Domestic Aviation,0.359436,,,,WORLD,4/10/2020,International Aviation,0.28635,,,,WORLD,4/10/2020,Ground Transport,11.442,,,,WORLD,4/10/2020,Residential,9.89813,,
Brazil,4/11/2020,Power,0.112663,,,Brazil,4/11/2020,Industry,0.23851,,,,Brazil,4/11/2020,Domestic Aviation,0.00231814,,,,Brazil,4/11/2020,International Aviation,0.00151164,,,,Brazil,4/11/2020,Ground Transport,0.14849,,,,Brazil,4/11/2020,Residential,0.101734,,
China,4/11/2020,Power,11.6703,,,China,4/11/2020,Industry,12.4325,,,,China,4/11/2020,Domestic Aviation,0.0735028,,,,China,4/11/2020,International Aviation,0.0301433,,,,China,4/11/2020,Ground Transport,1.75906,,,,China,4/11/2020,Residential,2.33733,,
EU27 & UK,4/11/2020,Power,1.48043,,,EU27 & UK,4/11/2020,Industry,1.14324,,,,EU27 & UK,4/11/2020,Domestic Aviation,0.00254013,,,,EU27 & UK,4/11/2020,International Aviation,0.0509632,,,,EU27 & UK,4/11/2020,Ground Transport,1.3691,,,,EU27 & UK,4/11/2020,Residential,1.44642,,
India,4/11/2020,Power,3.87058,,,India,4/11/2020,Industry,0.776394,,,,India,4/11/2020,Domestic Aviation,0.000272338,,,,India,4/11/2020,International Aviation,0.00282374,,,,India,4/11/2020,Ground Transport,0.211476,,,,India,4/11/2020,Residential,0.332705,,
ROW,4/11/2020,Power,9.06655,,,ROW,4/11/2020,Industry,7.86761,,,,ROW,4/11/2020,Domestic Aviation,0.0234556,,,,ROW,4/11/2020,International Aviation,0.117454,,,,ROW,4/11/2020,Ground Transport,2.94113,,,,ROW,4/11/2020,Residential,2.73096,,
Russia,4/11/2020,Power,1.93419,,,Russia,4/11/2020,Industry,0.711379,,,,Russia,4/11/2020,Domestic Aviation,0.0131771,,,,Russia,4/11/2020,International Aviation,0.00537025,,,,Russia,4/11/2020,Ground Transport,0.351682,,,,Russia,4/11/2020,Residential,0.503616,,
United States,4/11/2020,Power,2.5218,,,United States,4/11/2020,Industry,2.27013,,,,United States,4/11/2020,Domestic Aviation,0.180606,,,,United States,4/11/2020,International Aviation,0.0556046,,,,United States,4/11/2020,Ground Transport,2.68566,,,,United States,4/11/2020,Residential,1.64572,,
WORLD,4/11/2020,Power,31.7799,,,WORLD,4/11/2020,Industry,26.0561,,,,WORLD,4/11/2020,Domestic Aviation,0.308836,,,,WORLD,4/11/2020,International Aviation,0.276905,,,,WORLD,4/11/2020,Ground Transport,9.84754,,,,WORLD,4/11/2020,Residential,9.50028,,
Brazil,4/12/2020,Power,0.105224,,,Brazil,4/12/2020,Industry,0.222762,,,,Brazil,4/12/2020,Domestic Aviation,0.00196402,,,,Brazil,4/12/2020,International Aviation,0.00228156,,,,Brazil,4/12/2020,Ground Transport,0.0957228,,,,Brazil,4/12/2020,Residential,0.101734,,
China,4/12/2020,Power,11.7408,,,China,4/12/2020,Industry,12.5076,,,,China,4/12/2020,Domestic Aviation,0.0858158,,,,China,4/12/2020,International Aviation,0.029335,,,,China,4/12/2020,Ground Transport,1.61725,,,,China,4/12/2020,Residential,2.08654,,
EU27 & UK,4/12/2020,Power,1.28474,,,EU27 & UK,4/12/2020,Industry,0.992123,,,,EU27 & UK,4/12/2020,Domestic Aviation,0.00267642,,,,EU27 & UK,4/12/2020,International Aviation,0.048401,,,,EU27 & UK,4/12/2020,Ground Transport,0.935159,,,,EU27 & UK,4/12/2020,Residential,1.29299,,
India,4/12/2020,Power,3.90656,,,India,4/12/2020,Industry,0.783612,,,,India,4/12/2020,Domestic Aviation,0.000170713,,,,India,4/12/2020,International Aviation,0.00243087,,,,India,4/12/2020,Ground Transport,0.116584,,,,India,4/12/2020,Residential,0.321074,,
ROW,4/12/2020,Power,9.23126,,,ROW,4/12/2020,Industry,7.95395,,,,ROW,4/12/2020,Domestic Aviation,0.0275027,,,,ROW,4/12/2020,International Aviation,0.109141,,,,ROW,4/12/2020,Ground Transport,2.56452,,,,ROW,4/12/2020,Residential,2.71892,,
Russia,4/12/2020,Power,1.87386,,,Russia,4/12/2020,Industry,0.689191,,,,Russia,4/12/2020,Domestic Aviation,0.0125986,,,,Russia,4/12/2020,International Aviation,0.00539188,,,,Russia,4/12/2020,Ground Transport,0.242276,,,,Russia,4/12/2020,Residential,0.516443,,
United States,4/12/2020,Power,2.50877,,,United States,4/12/2020,Industry,2.2225,,,,United States,4/12/2020,Domestic Aviation,0.147146,,,,United States,4/12/2020,International Aviation,0.0546367,,,,United States,4/12/2020,Ground Transport,2.04736,,,,United States,4/12/2020,Residential,1.42821,,
WORLD,4/12/2020,Power,31.8297,,,WORLD,4/12/2020,Industry,26.0183,,,,WORLD,4/12/2020,Domestic Aviation,0.29064,,,,WORLD,4/12/2020,International Aviation,0.26501,,,,WORLD,4/12/2020,Ground Transport,7.88157,,,,WORLD,4/12/2020,Residential,8.89985,,
Brazil,4/13/2020,Power,0.104308,,,Brazil,4/13/2020,Industry,0.220822,,,,Brazil,4/13/2020,Domestic Aviation,0.00357952,,,,Brazil,4/13/2020,International Aviation,0.00165291,,,,Brazil,4/13/2020,Ground Transport,0.32303,,,,Brazil,4/13/2020,Residential,0.101734,,
China,4/13/2020,Power,11.7517,,,China,4/13/2020,Industry,12.5192,,,,China,4/13/2020,Domestic Aviation,0.077292,,,,China,4/13/2020,International Aviation,0.021762,,,,China,4/13/2020,Ground Transport,2.32444,,,,China,4/13/2020,Residential,1.85407,,
EU27 & UK,4/13/2020,Power,1.96239,,,EU27 & UK,4/13/2020,Industry,1.51543,,,,EU27 & UK,4/13/2020,Domestic Aviation,0.00282733,,,,EU27 & UK,4/13/2020,International Aviation,0.0498915,,,,EU27 & UK,4/13/2020,Ground Transport,1.07422,,,,EU27 & UK,4/13/2020,Residential,1.81716,,
India,4/13/2020,Power,2.57772,,,India,4/13/2020,Industry,0.517061,,,,India,4/13/2020,Domestic Aviation,0.000149458,,,,India,4/13/2020,International Aviation,0.00206604,,,,India,4/13/2020,Ground Transport,0.280074,,,,India,4/13/2020,Residential,0.316387,,
ROW,4/13/2020,Power,8.37292,,,ROW,4/13/2020,Industry,7.69472,,,,ROW,4/13/2020,Domestic Aviation,0.0333023,,,,ROW,4/13/2020,International Aviation,0.0957318,,,,ROW,4/13/2020,Ground Transport,3.67178,,,,ROW,4/13/2020,Residential,2.85654,,
Russia,4/13/2020,Power,1.95065,,,Russia,4/13/2020,Industry,0.717433,,,,Russia,4/13/2020,Domestic Aviation,0.0110029,,,,Russia,4/13/2020,International Aviation,0.00515087,,,,Russia,4/13/2020,Ground Transport,0.521369,,,,Russia,4/13/2020,Residential,0.458815,,
United States,4/13/2020,Power,2.90581,,,United States,4/13/2020,Industry,2.37857,,,,United States,4/13/2020,Domestic Aviation,0.160626,,,,United States,4/13/2020,International Aviation,0.0568436,,,,United States,4/13/2020,Ground Transport,3.09367,,,,United States,4/13/2020,Residential,1.47825,,
WORLD,4/13/2020,Power,31.0787,,,WORLD,4/13/2020,Industry,26.3606,,,,WORLD,4/13/2020,Domestic Aviation,0.301102,,,,WORLD,4/13/2020,International Aviation,0.242639,,,,WORLD,4/13/2020,Ground Transport,11.7332,,,,WORLD,4/13/2020,Residential,9.34709,,
Brazil,4/14/2020,Power,0.104684,,,Brazil,4/14/2020,Industry,0.221617,,,,Brazil,4/14/2020,Domestic Aviation,0.00331476,,,,Brazil,4/14/2020,International Aviation,0.00217749,,,,Brazil,4/14/2020,Ground Transport,0.354162,,,,Brazil,4/14/2020,Residential,0.101734,,
